gene	H2	non_ase	H1
ENSG00000107371	no	yes	no
ENSG00000169126	no	yes	no
ENSG00000182752	no	yes	no
ENSG00000196341	no	yes	no
ENSG00000197953	no	yes	no
ENSG00000206043	no	yes	no
ENSG00000110777	no	yes	no
ENSG00000116774	no	yes	no
ENSG00000204694	no	yes	no
ENSG00000140284	no	yes	no
ENSG00000205364	no	yes	no
ENSG00000164120	no	yes	no
ENSG00000188761	no	yes	no
ENSG00000288593	no	yes	no
ENSG00000102349	no	yes	no
ENSG00000154330	no	yes	no
ENSG00000130377	no	yes	no
ENSG00000162374	yes	yes	yes
ENSG00000196511	no	yes	no
ENSG00000173467	no	yes	no
ENSG00000144339	no	yes	no
ENSG00000174282	no	yes	no
ENSG00000185467	no	yes	no
ENSG00000137968	no	yes	no
ENSG00000250821	no	yes	no
ENSG00000142549	no	yes	no
ENSG00000172901	no	yes	no
ENSG00000126259	no	yes	no
ENSG00000175985	no	yes	no
ENSG00000131732	no	yes	no
ENSG00000147082	no	yes	no
ENSG00000151690	no	yes	no
ENSG00000159708	no	yes	no
ENSG00000139364	no	yes	no
ENSG00000198908	no	yes	no
ENSG00000149499	no	yes	no
ENSG00000173208	no	yes	no
ENSG00000159374	no	yes	no
ENSG00000148541	no	yes	no
ENSG00000169327	no	yes	no
ENSG00000172215	no	yes	no
ENSG00000186088	no	yes	no
ENSG00000155719	no	yes	no
ENSG00000079101	no	yes	no
ENSG00000174527	no	yes	no
ENSG00000090661	no	yes	no
ENSG00000112530	no	yes	no
ENSG00000153789	no	yes	no
ENSG00000161798	no	yes	no
ENSG00000170423	no	yes	no
ENSG00000160185	no	yes	no
ENSG00000182533	no	yes	no
ENSG00000125999	no	yes	no
ENSG00000288864	no	yes	no
ENSG00000169188	no	yes	no
ENSG00000206072	no	yes	no
ENSG00000169894	no	yes	no
ENSG00000109339	no	yes	no
ENSG00000129514	no	yes	no
ENSG00000277058	no	yes	no
ENSG00000110324	no	yes	no
ENSG00000153253	no	yes	no
ENSG00000189182	no	yes	no
ENSG00000166828	no	yes	no
ENSG00000095303	no	yes	no
ENSG00000114013	no	yes	no
ENSG00000132854	no	yes	no
ENSG00000000938	no	yes	no
ENSG00000171847	no	yes	no
ENSG00000173212	no	yes	no
ENSG00000090376	no	yes	no
ENSG00000115232	no	yes	no
ENSG00000198626	no	yes	no
ENSG00000221878	no	yes	no
ENSG00000087258	no	yes	no
ENSG00000164049	no	yes	no
ENSG00000170054	no	yes	no
ENSG00000103175	no	yes	no
ENSG00000104760	no	yes	no
ENSG00000267909	no	yes	no
ENSG00000280094	no	yes	no
ENSG00000172426	no	yes	no
ENSG00000168634	no	yes	no
ENSG00000186452	no	yes	no
ENSG00000185264	no	yes	no
ENSG00000128285	no	yes	no
ENSG00000136280	no	yes	no
ENSG00000151790	no	yes	no
ENSG00000275410	no	yes	no
ENSG00000171596	no	yes	no
ENSG00000156384	no	yes	no
ENSG00000187689	no	yes	no
ENSG00000164136	no	yes	no
ENSG00000131095	no	yes	no
ENSG00000166527	no	yes	no
ENSG00000196611	no	yes	no
ENSG00000166960	no	yes	no
ENSG00000160593	no	yes	no
ENSG00000112212	no	yes	no
ENSG00000056277	no	yes	no
ENSG00000139133	no	yes	no
ENSG00000003987	no	yes	no
ENSG00000100479	no	yes	no
ENSG00000111262	no	yes	no
ENSG00000198719	no	yes	no
ENSG00000127412	no	yes	no
ENSG00000145349	no	yes	no
ENSG00000187474	no	yes	no
ENSG00000205045	no	yes	no
ENSG00000171877	no	yes	no
ENSG00000164620	no	yes	no
ENSG00000134249	no	yes	no
ENSG00000068079	no	yes	no
ENSG00000152689	no	yes	no
ENSG00000163873	no	yes	no
ENSG00000165970	no	yes	no
ENSG00000136574	no	yes	no
ENSG00000154611	no	yes	no
ENSG00000186638	no	yes	no
ENSG00000132849	no	yes	no
ENSG00000163362	no	yes	no
ENSG00000104327	no	yes	no
ENSG00000262152	no	yes	no
ENSG00000144649	no	yes	no
ENSG00000148655	no	yes	no
ENSG00000187741	no	yes	no
ENSG00000109113	no	yes	no
ENSG00000188549	no	yes	no
ENSG00000007237	no	yes	no
ENSG00000114248	no	yes	no
ENSG00000125898	no	yes	no
ENSG00000128604	no	yes	no
ENSG00000132554	no	yes	no
ENSG00000187772	no	yes	no
ENSG00000189283	no	yes	no
ENSG00000243729	no	yes	no
ENSG00000174326	no	yes	no
ENSG00000115844	no	yes	no
ENSG00000174226	no	yes	no
ENSG00000114455	no	yes	no
ENSG00000102359	no	yes	no
ENSG00000103522	no	yes	no
ENSG00000113396	no	yes	no
ENSG00000148219	no	yes	no
ENSG00000196482	no	yes	no
ENSG00000164142	no	yes	no
ENSG00000120051	no	yes	no
ENSG00000140538	no	yes	no
ENSG00000117152	no	yes	no
ENSG00000153029	no	yes	no
ENSG00000166033	no	yes	no
ENSG00000187258	no	yes	no
ENSG00000203952	no	yes	no
ENSG00000160685	no	yes	no
ENSG00000054219	no	yes	no
ENSG00000280893	no	yes	no
ENSG00000003402	no	yes	no
ENSG00000170180	no	yes	no
ENSG00000146858	no	yes	no
ENSG00000101350	no	yes	no
ENSG00000144815	no	yes	no
ENSG00000183840	no	yes	no
ENSG00000184454	no	yes	no
ENSG00000204956	no	yes	no
ENSG00000089177	no	yes	no
ENSG00000173114	no	yes	no
ENSG00000132517	no	yes	no
ENSG00000179588	no	yes	no
ENSG00000104369	no	yes	no
ENSG00000110848	no	yes	no
ENSG00000276410	no	yes	no
ENSG00000196074	no	yes	no
ENSG00000145949	no	yes	no
ENSG00000147606	no	yes	no
ENSG00000178342	no	yes	no
ENSG00000148702	no	yes	no
ENSG00000258102	no	yes	no
ENSG00000113249	no	yes	no
ENSG00000089127	no	yes	no
ENSG00000063015	no	yes	no
ENSG00000132205	no	yes	no
ENSG00000186818	no	yes	no
ENSG00000203797	no	yes	no
ENSG00000154065	no	yes	no
ENSG00000175279	no	yes	no
ENSG00000230873	no	yes	no
ENSG00000189320	no	yes	no
ENSG00000135773	no	yes	no
ENSG00000135903	no	yes	no
ENSG00000256660	no	yes	no
ENSG00000158427	no	yes	no
ENSG00000168631	no	yes	no
ENSG00000130720	no	yes	no
ENSG00000070759	no	yes	no
ENSG00000118596	no	yes	no
ENSG00000111199	no	yes	no
ENSG00000170006	no	yes	no
ENSG00000153246	no	yes	no
ENSG00000124479	no	yes	no
ENSG00000162129	no	yes	no
ENSG00000197249	no	yes	no
ENSG00000162949	no	yes	no
ENSG00000196081	no	yes	no
ENSG00000177455	no	yes	no
ENSG00000164330	no	yes	no
ENSG00000118308	no	yes	no
ENSG00000186103	no	yes	no
ENSG00000198932	no	yes	no
ENSG00000158286	no	yes	no
ENSG00000138347	no	yes	no
ENSG00000215474	no	yes	no
ENSG00000168671	no	yes	no
ENSG00000103313	no	yes	no
ENSG00000157782	no	yes	no
ENSG00000121895	no	yes	no
ENSG00000161921	no	yes	no
ENSG00000258223	no	yes	no
ENSG00000100626	no	yes	no
ENSG00000150045	no	yes	no
ENSG00000072080	no	yes	no
ENSG00000180251	no	yes	no
ENSG00000188282	no	yes	no
ENSG00000244219	no	yes	no
ENSG00000088386	no	yes	no
ENSG00000146555	no	yes	no
ENSG00000106013	no	yes	no
ENSG00000115290	no	yes	no
ENSG00000108924	no	yes	yes
ENSG00000114841	no	yes	no
ENSG00000100292	no	yes	no
ENSG00000273259	no	yes	no
ENSG00000066185	no	yes	no
ENSG00000121871	no	yes	no
ENSG00000012124	no	yes	no
ENSG00000134193	no	yes	no
ENSG00000165949	no	yes	no
ENSG00000165972	no	yes	no
ENSG00000166359	no	yes	no
ENSG00000170262	no	yes	no
ENSG00000248592	no	yes	no
ENSG00000203730	no	yes	no
ENSG00000100351	no	yes	no
ENSG00000085265	no	yes	no
ENSG00000284862	no	yes	no
ENSG00000101986	no	yes	no
ENSG00000158473	no	yes	no
ENSG00000166510	no	yes	no
ENSG00000003400	no	yes	no
ENSG00000124493	no	yes	no
ENSG00000135824	no	yes	no
ENSG00000130829	no	yes	no
ENSG00000187889	no	yes	no
ENSG00000146833	no	yes	no
ENSG00000154217	no	yes	no
ENSG00000100249	no	yes	no
ENSG00000149742	no	yes	no
ENSG00000174358	no	yes	no
ENSG00000103710	no	yes	no
ENSG00000113924	no	yes	no
ENSG00000007908	no	yes	no
ENSG00000170099	no	yes	no
ENSG00000101695	no	yes	no
ENSG00000177294	no	yes	no
ENSG00000160505	no	yes	no
ENSG00000187554	no	yes	no
ENSG00000183921	no	yes	no
ENSG00000183230	no	yes	no
ENSG00000181541	yes	yes	yes
ENSG00000100055	no	yes	no
ENSG00000188984	no	yes	no
ENSG00000165548	no	yes	no
ENSG00000117069	no	yes	no
ENSG00000117266	no	yes	no
ENSG00000173926	no	yes	no
ENSG00000148803	no	yes	no
ENSG00000131094	no	yes	no
ENSG00000172243	no	yes	no
ENSG00000176658	yes	yes	no
ENSG00000122679	no	yes	no
ENSG00000143552	no	yes	no
ENSG00000116761	no	yes	no
ENSG00000134548	no	yes	no
ENSG00000143786	no	yes	no
ENSG00000131019	no	yes	no
ENSG00000185038	no	yes	no
ENSG00000169836	no	yes	no
ENSG00000134460	no	yes	no
ENSG00000142698	no	yes	no
ENSG00000114686	no	yes	no
ENSG00000129354	no	yes	no
ENSG00000132297	no	yes	no
ENSG00000239268	no	yes	no
ENSG00000214814	no	yes	no
ENSG00000143603	no	yes	no
ENSG00000151006	no	yes	no
ENSG00000180353	no	yes	no
ENSG00000198723	no	yes	no
ENSG00000132259	no	yes	no
ENSG00000157335	no	yes	no
ENSG00000183655	no	yes	no
ENSG00000254087	no	yes	no
ENSG00000167632	no	yes	no
ENSG00000197415	no	yes	no
ENSG00000163291	no	yes	no
ENSG00000133106	no	yes	no
ENSG00000162396	no	yes	no
ENSG00000120279	no	yes	no
ENSG00000146374	no	yes	no
ENSG00000221947	no	yes	no
ENSG00000285854	no	yes	no
ENSG00000104856	no	yes	no
ENSG00000177409	no	yes	no
ENSG00000137959	no	yes	no
ENSG00000244694	no	yes	no
ENSG00000289791	no	yes	no
ENSG00000214842	no	yes	no
ENSG00000168743	no	yes	no
ENSG00000215372	no	yes	no
ENSG00000078081	no	yes	no
ENSG00000178031	no	yes	no
ENSG00000184478	no	yes	no
ENSG00000145431	no	yes	no
ENSG00000181847	no	yes	no
ENSG00000172845	no	yes	no
ENSG00000186185	no	yes	no
ENSG00000150676	no	yes	no
ENSG00000169621	no	yes	no
ENSG00000134538	no	yes	no
ENSG00000177535	no	yes	no
ENSG00000105289	no	yes	no
ENSG00000180448	no	yes	no
ENSG00000186191	no	yes	no
ENSG00000075702	no	yes	no
ENSG00000167578	no	yes	no
ENSG00000181036	no	yes	no
ENSG00000213088	no	yes	no
ENSG00000168546	no	yes	no
ENSG00000213809	no	yes	no
ENSG00000114853	no	yes	no
ENSG00000138449	no	yes	no
ENSG00000173585	no	yes	no
ENSG00000006116	no	yes	no
ENSG00000123700	no	yes	no
ENSG00000182993	no	yes	no
ENSG00000143248	no	yes	no
ENSG00000172264	no	yes	no
ENSG00000168056	no	yes	no
ENSG00000168878	no	yes	no
ENSG00000188404	no	yes	no
ENSG00000113492	no	yes	no
ENSG00000166407	no	yes	no
ENSG00000171119	no	yes	no
ENSG00000106633	no	yes	no
ENSG00000163395	no	yes	no
ENSG00000140254	no	yes	no
ENSG00000100298	no	yes	no
ENSG00000182077	no	yes	no
ENSG00000163751	no	yes	no
ENSG00000285978	no	yes	no
ENSG00000140694	no	yes	no
ENSG00000162542	no	yes	no
ENSG00000151812	no	yes	no
ENSG00000169347	no	yes	no
ENSG00000163013	no	yes	no
ENSG00000138109	no	yes	no
ENSG00000160712	no	yes	no
ENSG00000105717	no	yes	no
ENSG00000145808	no	yes	no
ENSG00000144837	no	yes	no
ENSG00000165752	no	yes	no
ENSG00000111339	no	yes	no
ENSG00000183087	no	yes	no
ENSG00000116819	no	yes	no
ENSG00000168356	no	yes	no
ENSG00000198216	no	yes	no
ENSG00000159871	no	yes	no
ENSG00000172519	no	yes	no
ENSG00000144962	no	yes	no
ENSG00000123977	no	yes	no
ENSG00000169994	no	yes	no
ENSG00000109511	no	yes	no
ENSG00000205307	no	yes	no
ENSG00000120949	no	yes	no
ENSG00000147485	no	yes	no
ENSG00000169436	no	yes	no
ENSG00000248713	no	yes	no
ENSG00000136250	no	yes	no
ENSG00000141968	no	yes	no
ENSG00000163576	no	yes	no
ENSG00000169330	no	yes	no
ENSG00000043462	no	yes	no
ENSG00000140511	no	yes	no
ENSG00000171561	no	yes	no
ENSG00000206432	no	yes	no
ENSG00000100060	no	yes	no
ENSG00000113494	no	yes	no
ENSG00000189167	no	yes	no
ENSG00000150471	no	yes	yes
ENSG00000111679	no	yes	no
ENSG00000010671	no	yes	no
ENSG00000106333	no	yes	no
ENSG00000138311	no	yes	no
ENSG00000160219	no	yes	no
ENSG00000257046	no	yes	no
ENSG00000140675	no	yes	no
ENSG00000183775	no	yes	no
ENSG00000153498	no	yes	no
ENSG00000135355	no	yes	no
ENSG00000119514	no	yes	no
ENSG00000196421	no	yes	no
ENSG00000061273	no	yes	no
ENSG00000182107	no	yes	no
ENSG00000183807	no	yes	no
ENSG00000124568	no	yes	no
ENSG00000112769	no	yes	no
ENSG00000204315	no	yes	no
ENSG00000152284	no	yes	no
ENSG00000188037	no	yes	no
ENSG00000147573	no	yes	no
ENSG00000258984	no	yes	no
ENSG00000011590	no	yes	no
ENSG00000136197	no	yes	no
ENSG00000134760	no	yes	no
ENSG00000073754	no	yes	no
ENSG00000157570	no	yes	no
ENSG00000285171	no	yes	no
ENSG00000131981	no	yes	no
ENSG00000155090	no	yes	no
ENSG00000065609	no	yes	no
ENSG00000163444	no	yes	no
ENSG00000101842	no	yes	no
ENSG00000115607	no	yes	no
ENSG00000043355	no	yes	no
ENSG00000143845	no	yes	no
ENSG00000077935	no	yes	no
ENSG00000135577	no	yes	no
ENSG00000149636	no	yes	no
ENSG00000102174	no	yes	no
ENSG00000278535	no	yes	no
ENSG00000140285	no	yes	no
ENSG00000084636	no	yes	no
ENSG00000184731	no	yes	no
ENSG00000164687	no	yes	no
ENSG00000109099	no	yes	no
ENSG00000161249	no	yes	no
ENSG00000172164	no	yes	no
ENSG00000175161	no	yes	no
ENSG00000139160	no	yes	no
ENSG00000174307	no	yes	no
ENSG00000136449	no	yes	no
ENSG00000177045	no	yes	no
ENSG00000232237	no	yes	no
ENSG00000244411	no	yes	no
ENSG00000101076	no	yes	no
ENSG00000171209	no	yes	no
ENSG00000100558	no	yes	no
ENSG00000197406	no	yes	no
ENSG00000186529	no	yes	no
ENSG00000164434	no	yes	no
ENSG00000101811	no	yes	no
ENSG00000105538	no	yes	no
ENSG00000179397	no	yes	no
ENSG00000131061	no	yes	no
ENSG00000139641	no	yes	no
ENSG00000106852	no	yes	no
ENSG00000287725	no	yes	no
ENSG00000149050	no	yes	no
ENSG00000158578	no	yes	no
ENSG00000168032	no	yes	no
ENSG00000132746	no	yes	no
ENSG00000169047	no	yes	no
ENSG00000130368	no	yes	no
ENSG00000133477	no	yes	no
ENSG00000175262	no	yes	no
ENSG00000138162	no	yes	no
ENSG00000203697	no	yes	no
ENSG00000102871	no	yes	no
ENSG00000141255	no	yes	no
ENSG00000154229	no	yes	no
ENSG00000239642	no	yes	no
ENSG00000124882	no	yes	no
ENSG00000126545	no	yes	no
ENSG00000163694	no	yes	no
ENSG00000167634	no	yes	no
ENSG00000177675	no	yes	no
ENSG00000095932	no	yes	no
ENSG00000151292	no	yes	no
ENSG00000153790	no	yes	no
ENSG00000250423	no	yes	no
ENSG00000073734	no	yes	no
ENSG00000256574	no	yes	no
ENSG00000158869	no	yes	no
ENSG00000196872	no	yes	no
ENSG00000214279	no	yes	no
ENSG00000167600	no	yes	no
ENSG00000138744	no	yes	no
ENSG00000166573	no	yes	no
ENSG00000176697	no	yes	no
ENSG00000159648	no	yes	no
ENSG00000198034	no	yes	no
ENSG00000091106	no	yes	no
ENSG00000101400	no	yes	no
ENSG00000137473	no	yes	no
ENSG00000090975	no	yes	no
ENSG00000151572	no	yes	no
ENSG00000189186	no	yes	no
ENSG00000153086	no	yes	no
ENSG00000182132	no	yes	no
ENSG00000283632	no	yes	no
ENSG00000147257	no	yes	no
ENSG00000172819	no	yes	no
ENSG00000150361	no	yes	no
ENSG00000198400	no	yes	no
ENSG00000091138	no	yes	no
ENSG00000139880	no	yes	no
ENSG00000187957	no	yes	no
ENSG00000078589	no	yes	no
ENSG00000137878	no	yes	no
ENSG00000275221	no	yes	no
ENSG00000006042	no	yes	no
ENSG00000134775	no	yes	no
ENSG00000115339	no	yes	no
ENSG00000075223	no	yes	no
ENSG00000164129	no	yes	no
ENSG00000164303	no	yes	no
ENSG00000065413	no	yes	no
ENSG00000126733	no	yes	no
ENSG00000159674	no	yes	no
ENSG00000268500	no	yes	no
ENSG00000146054	no	yes	no
ENSG00000100345	no	yes	no
ENSG00000124215	no	yes	no
ENSG00000112309	no	yes	no
ENSG00000188452	no	yes	no
ENSG00000123836	no	yes	no
ENSG00000136869	no	yes	no
ENSG00000185361	no	yes	no
ENSG00000157601	no	yes	no
ENSG00000198178	no	yes	no
ENSG00000092345	no	yes	no
ENSG00000106462	no	yes	no
ENSG00000167355	no	yes	no
ENSG00000276087	no	yes	no
ENSG00000186487	no	yes	no
ENSG00000106034	no	yes	no
ENSG00000185261	no	yes	no
ENSG00000106785	no	yes	no
ENSG00000077327	no	yes	no
ENSG00000171560	no	yes	no
ENSG00000178035	no	yes	no
ENSG00000232119	no	yes	no
ENSG00000081377	no	yes	no
ENSG00000134827	no	yes	no
ENSG00000041353	no	yes	no
ENSG00000102794	no	yes	no
ENSG00000187950	no	yes	no
ENSG00000262655	no	yes	no
ENSG00000175766	no	yes	no
ENSG00000188610	no	yes	no
ENSG00000138115	no	yes	no
ENSG00000132874	no	yes	no
ENSG00000007372	no	yes	no
ENSG00000128011	no	yes	no
ENSG00000129596	no	yes	no
ENSG00000167178	no	yes	no
ENSG00000132437	no	yes	no
ENSG00000198039	no	yes	no
ENSG00000168065	no	yes	no
ENSG00000134909	no	yes	no
ENSG00000149609	no	yes	no
ENSG00000105357	no	yes	no
ENSG00000242419	no	yes	no
ENSG00000101911	no	yes	no
ENSG00000205542	no	yes	no
ENSG00000184313	no	yes	no
ENSG00000157322	no	yes	no
ENSG00000183785	no	yes	no
ENSG00000167419	no	yes	no
ENSG00000186994	no	yes	no
ENSG00000103089	no	yes	no
ENSG00000152822	no	yes	no
ENSG00000173762	no	yes	no
ENSG00000182631	no	yes	no
ENSG00000159640	no	yes	no
ENSG00000029534	no	yes	no
ENSG00000128617	no	yes	no
ENSG00000215203	no	yes	no
ENSG00000149256	no	yes	no
ENSG00000171495	no	yes	no
ENSG00000186115	no	yes	no
ENSG00000173250	no	yes	no
ENSG00000206199	no	yes	no
ENSG00000242866	no	yes	no
ENSG00000110786	no	yes	no
ENSG00000148225	no	yes	no
ENSG00000174529	no	yes	no
ENSG00000141738	no	yes	no
ENSG00000183873	no	yes	no
ENSG00000186723	no	yes	no
ENSG00000148795	no	yes	no
ENSG00000101096	no	yes	no
ENSG00000169550	no	yes	no
ENSG00000174948	no	yes	no
ENSG00000239732	no	yes	no
ENSG00000147003	no	yes	no
ENSG00000285330	no	yes	no
ENSG00000135931	no	yes	yes
ENSG00000260851	no	yes	no
ENSG00000101204	no	yes	no
ENSG00000187068	no	yes	no
ENSG00000180934	no	yes	no
ENSG00000118523	no	yes	no
ENSG00000144285	no	yes	no
ENSG00000255587	no	yes	no
ENSG00000177324	no	yes	no
ENSG00000105967	no	yes	no
ENSG00000170790	no	yes	no
ENSG00000166743	no	yes	no
ENSG00000155542	no	yes	no
ENSG00000157554	no	yes	no
ENSG00000166800	no	yes	no
ENSG00000134765	no	yes	no
ENSG00000239697	no	yes	no
ENSG00000182346	no	yes	no
ENSG00000204257	no	yes	no
ENSG00000126549	no	yes	no
ENSG00000132749	no	yes	no
ENSG00000188910	no	yes	no
ENSG00000149654	no	yes	no
ENSG00000171502	no	yes	no
ENSG00000140932	no	yes	no
ENSG00000134539	no	yes	no
ENSG00000100884	no	yes	no
ENSG00000112293	no	yes	no
ENSG00000111252	no	yes	no
ENSG00000166930	no	yes	no
ENSG00000104783	no	yes	no
ENSG00000187268	no	yes	no
ENSG00000113262	no	yes	no
ENSG00000156697	no	yes	no
ENSG00000077264	no	yes	no
ENSG00000114638	no	yes	no
ENSG00000165591	no	yes	no
ENSG00000236279	no	yes	no
ENSG00000182271	no	yes	no
ENSG00000077420	no	yes	no
ENSG00000232070	no	yes	no
ENSG00000213203	no	yes	no
ENSG00000283930	no	yes	no
ENSG00000149781	no	yes	no
ENSG00000152591	no	yes	no
ENSG00000205927	no	yes	no
ENSG00000068831	no	yes	no
ENSG00000100336	no	yes	no
ENSG00000072952	no	yes	no
ENSG00000196372	no	yes	no
ENSG00000155269	no	yes	no
ENSG00000154415	no	yes	no
ENSG00000164841	no	yes	no
ENSG00000171872	no	yes	no
ENSG00000178878	no	yes	no
ENSG00000203963	no	yes	no
ENSG00000103154	no	yes	no
ENSG00000006606	no	yes	no
ENSG00000099810	no	yes	yes
ENSG00000166069	no	yes	no
ENSG00000131126	no	yes	no
ENSG00000134339	no	yes	no
ENSG00000263874	no	yes	no
ENSG00000131379	no	yes	no
ENSG00000162365	no	yes	no
ENSG00000161652	no	yes	no
ENSG00000131183	no	yes	no
ENSG00000167851	no	yes	no
ENSG00000070915	no	yes	no
ENSG00000128567	no	yes	no
ENSG00000126215	no	yes	no
ENSG00000187783	no	yes	no
ENSG00000101391	no	yes	no
ENSG00000164241	no	yes	no
ENSG00000259305	no	yes	no
ENSG00000069399	no	yes	no
ENSG00000138646	no	yes	no
ENSG00000164076	no	yes	no
ENSG00000116157	no	yes	no
ENSG00000157152	no	yes	no
ENSG00000144821	no	yes	no
ENSG00000164509	no	yes	no
ENSG00000166569	yes	no	yes
ENSG00000176927	no	no	yes
ENSG00000078369	no	no	yes
ENSG00000088756	no	no	yes
ENSG00000057468	no	no	yes
ENSG00000135549	no	no	yes
ENSG00000136122	yes	no	yes
ENSG00000173960	no	no	yes
ENSG00000230989	yes	no	yes
ENSG00000198842	yes	no	no
ENSG00000143367	yes	no	no
ENSG00000102547	yes	no	no
ENSG00000114757	yes	no	no
ENSG00000024048	yes	no	no
ENSG00000053108	yes	no	no
ENSG00000125257	yes	no	no
