"","LR__H9_CRX_ROs_D45","LR__EP1_WT_ROs_D45","SR__D0_1","SR__D0_2","SR__D0_3","SR__D10_3","SR__D10_4","SR__D10_5","SR__D10_6","SR__D25_1","SR__D25_2","SR__D25_3","SR__D25_4"
"ENSG00000133460",258.00001,238.00001,216,165,133,139,125,91,152,322,368,267,287
"ENSG00000133466",206,150.99999,131,109,75,220,166,186,220,367,385,294,367
"ENSG00000133597",100,129,47,40,42,33,62,42,37,75,46,56,55
"ENSG00000133606",793.99999,982,2800,3150,2438,3930,2469,3552,3488,3919,4032,3821,4183
"ENSG00000133612",770,731,462,314,304,331,373,400,370,325,379,345,343
"ENSG00000133619",189,142,112,77,94,128,66,163,172,143,183,94,157
"ENSG00000133627",489,402,275,316,299,302,331,278,242,775,697,962,1175
"ENSG00000133636",111,47,159,193,126,16,17,9,7,7,5,11,8
"ENSG00000133639",1836,1537,188,143,169,412,558,376,371,803,795,701,960
"ENSG00000133640",283,513.00001,24,16,24,72,33,63,66,120,139,111,138
"ENSG00000133641",282.00001,329,358,301,293,347,424,207,245,373,281,377,389
"ENSG00000133657",1021.99998,806.00001,652,582,416,503,231,374,386,288,373,293,275
"ENSG00000133665",24,47,60,37,50,73,124,87,96,91,79,58,110
"ENSG00000133678",429.00002,476,1251,1144,1066,1528,856,1233,1361,1781,1584,1605,1784
"ENSG00000133687",871.00001,2094,145,158,136,78,43,76,51,69,58,57,61
"ENSG00000133703",881.99999,1011,1116,1334,972,2261,1472,1990,1678,910,720,750,1138
"ENSG00000133704",449,478,1014,1210,905,1411,655,1021,1154,1217,1201,1036,1257
"ENSG00000133706",2460,3509,8040,7828,6831,7139,4260,6172,6681,5099,4977,4212,4873
"ENSG00000133731",335,348.00002,458,490,371,741,582,546,647,641,531,579,654
"ENSG00000133739",693,794,406,417,420,480,276,369,396,630,557,492,539
"ENSG00000133740",1022,1029,131,147,140,136,153,115,116,199,147,149,177
"ENSG00000133773",431,464,424,415,331,491,584,383,415,439,417,422,412
"ENSG00000133789",359,241,1585,1544,1312,1971,1144,1851,1971,1094,951,874,1047
"ENSG00000133794",378,527,147,139,110,135,99,117,69,150,154,171,209
"ENSG00000133805",45.99999,21,124,134,102,178,113,179,181,63,40,55,55
"ENSG00000133812",1127.99999,1814.00003,1044,795,926,1010,548,961,743,762,777,699,921
"ENSG00000133816",37,33,68,65,69,44,23,42,73,17,18,25,16
"ENSG00000133818",485.99999,755.99999,1049,1014,820,189,246,213,195,129,102,129,140
"ENSG00000133835",1214.99999,1312,6036,5984,5332,4050,2603,3281,3219,3039,2911,2688,2618
"ENSG00000133858",861,1052.99999,556,579,510,649,369,580,636,524,530,379,482
"ENSG00000133863",63.00001,53,193,195,154,171,62,153,156,190,138,102,204
"ENSG00000133872",2114,2117.99999,3746,3454,3062,5799,5183,4538,5066,8647,8257,8294,8009
"ENSG00000133874",149,162,97,87,79,212,162,211,230,181,273,186,242
"ENSG00000133878",156,109,55,49,32,39,31,42,30,242,318,229,214
"ENSG00000133884",657.00001,681,3369,2831,2536,4232,3411,3876,4161,4888,5004,4013,4368
"ENSG00000133895",376.99999,392,1319,1260,1192,1534,1096,1743,1643,1600,1782,1639,2157
"ENSG00000133935",595,794,2559,2175,1976,2934,2583,2521,2885,1756,1588,1254,1485
"ENSG00000133943",654,1116.99998,647,539,475,962,786,946,900,1042,1104,981,980
"ENSG00000133958",362.00001,526,122,88,72,47,57,54,58,155,200,135,117
"ENSG00000133961",1088,965.00001,1626,1454,1150,2245,1310,2095,2012,1926,1934,1608,1732
"ENSG00000133983",978,987,1200,1040,1008,935,1099,866,904,1157,959,990,1105
"ENSG00000133985",99,88,278,223,174,41,45,29,38,39,47,30,40
"ENSG00000133997",482,466,1001,868,778,1190,1027,996,1075,909,937,877,858
"ENSG00000134001",802,963,3207,2832,2626,3083,2960,2561,2664,2732,2345,2387,2634
"ENSG00000134013",400,280,2220,2015,1824,3217,1730,2972,3540,1098,1180,853,910
"ENSG00000134014",617.00001,641.00001,1732,1595,1270,2103,1760,1972,2088,2008,2037,1879,1869
"ENSG00000134030",472.00001,354,80,82,68,118,87,123,102,258,411,285,277
"ENSG00000134046",642,655.99999,89,67,61,84,103,85,76,76,78,63,94
"ENSG00000134049",1021,1198,858,944,753,773,652,784,719,1145,909,1035,1230
"ENSG00000134056",637.00001,763,643,630,518,437,555,405,420,403,383,382,377
"ENSG00000134057",1924.99999,2482.00001,10393,9094,8080,10477,12177,8919,9116,9223,8132,9294,9694
"ENSG00000134058",791.00001,970.00001,1378,1236,1055,986,966,646,819,620,627,648,649
"ENSG00000134072",116.99999,147,102,117,147,488,586,540,449,309,222,313,315
"ENSG00000134077",77,220,1222,1168,949,1669,1414,1470,1503,1216,1087,1067,1221
"ENSG00000134086",799,897,698,742,573,1207,713,1204,991,1204,1206,1074,1201
"ENSG00000134107",182,110,637,505,420,1977,1230,1374,1793,1841,2349,1484,1497
"ENSG00000134108",484.00001,400,1088,1136,810,1153,1015,873,960,1622,1494,1812,1615
"ENSG00000134109",242,172,247,261,181,212,83,232,210,217,175,178,245
"ENSG00000134115",713.99999,1252,0,0,0,2,2,0,0,48,81,72,55
"ENSG00000134121",71,95,0,0,4,12,1,10,4,68,117,98,56
"ENSG00000134138",2459.99999,2462.99999,3,0,6,268,191,188,203,2601,2928,2455,2556
"ENSG00000134146",308,397,864,661,560,869,817,638,745,574,461,504,470
"ENSG00000134152",942,1107.00001,744,600,619,960,848,760,768,843,800,786,863
"ENSG00000134153",766,742,1182,1085,948,919,1190,742,918,1050,1120,1081,965
"ENSG00000134160",786,1100.99999,11,6,10,1,0,1,1,19,74,102,51
"ENSG00000134186",1079.99999,1193,1291,1169,979,1310,955,1155,1235,1441,1222,1044,1240
"ENSG00000134198",119,148,435,433,371,659,596,426,477,309,256,319,251
"ENSG00000134202",583,554,173,119,145,326,372,279,263,2285,2379,2365,2137
"ENSG00000134207",30,60,1468,1275,1095,1066,688,1045,1056,334,314,276,316
"ENSG00000134215",615.99999,130,103,99,98,20,21,24,17,58,37,49,43
"ENSG00000134222",756,808,1668,1324,1267,2068,2081,2066,2143,2545,2762,2188,2557
"ENSG00000134243",1043,1230,1039,832,677,617,441,613,581,1014,882,729,822
"ENSG00000134245",230,242,50,56,59,70,50,63,65,1174,843,1908,761
"ENSG00000134247",314,313,600,486,474,493,312,552,376,483,438,380,708
"ENSG00000134248",1531.99999,2021.00001,2861,2658,2355,2916,4392,2333,2541,4187,4017,4444,4186
"ENSG00000134250",653,594,3708,4167,2997,7084,2860,6437,6737,5503,5386,4604,4182
"ENSG00000134253",173,187,347,280,255,440,375,385,362,356,360,375,374
"ENSG00000134255",647,586,753,705,540,707,648,543,632,588,584,728,529
"ENSG00000134259",20,17,10,9,5,20,33,23,27,13,36,20,25
"ENSG00000134262",181,189,299,318,269,405,298,427,479,561,576,480,485
"ENSG00000134265",471.99999,488,495,628,465,639,482,536,514,481,497,468,449
"ENSG00000134278",1233,1029,127,95,97,98,103,130,94,245,271,240,236
"ENSG00000134283",964.00001,1062.99999,1368,1369,1204,1935,1480,1510,1704,1774,1689,1759,1716
"ENSG00000134285",262,139,493,317,270,173,129,137,217,82,101,61,92
"ENSG00000134287",910.00001,945.99999,2840,2831,2284,2963,1972,2889,3053,1504,1652,1235,1556
"ENSG00000134291",1319.99999,1327,1292,1062,951,2027,2673,1682,1559,4177,4140,4744,4152
"ENSG00000134294",2037,2646,10877,12758,9501,9547,4171,6895,7822,3668,3393,3057,3329
"ENSG00000134308",4420,4437,11794,12523,10608,15390,15172,12653,12716,17651,15683,19127,20115
"ENSG00000134313",1162.99999,1797.99999,1474,1688,1333,2414,856,1992,2071,5295,6367,4838,4544
"ENSG00000134317",38,38,94,70,73,172,91,117,203,87,80,38,51
"ENSG00000134318",1581.99999,1760,652,503,528,556,297,573,472,765,753,672,881
"ENSG00000134323",725,773,377,306,269,229,129,217,182,222,191,130,321
"ENSG00000134324",407,539.99999,423,411,415,760,375,785,909,1489,1331,1096,1334
"ENSG00000134326",27,42,6,11,8,20,17,15,17,104,55,61,81
"ENSG00000134330",365,638,707,521,493,797,1196,652,606,1067,1054,1221,1049
"ENSG00000134333",3155.99999,2567.99999,101916,93381,77857,133259,123230,102282,111755,24120,20201,23147,20955
"ENSG00000134352",1205.00001,1030,145,183,171,339,158,234,238,1310,1072,1301,1260
"ENSG00000134363",268,143,88,80,57,295,288,274,307,90,83,81,85
"ENSG00000134369",1370.99999,885,1625,1481,1240,3581,2198,3779,3903,12502,10290,8149,10411
"ENSG00000134371",1636,2427.00001,1248,1324,1071,1704,994,1282,1355,1570,1354,1419,1366
"ENSG00000134375",762,798,1541,1385,1304,1343,1850,1193,1196,1752,1573,1513,1603
"ENSG00000134376",3448,4385,1,7,3,98,45,63,71,703,990,786,586
"ENSG00000134398",20,43,53,30,60,41,26,51,47,10,17,15,13
"ENSG00000134419",16355.99999,22048.00001,9362,8675,8693,10269,13381,11452,8561,9444,9798,10214,10477
"ENSG00000134438",2776,4005,4,0,0,433,447,441,368,26,49,25,42
"ENSG00000134440",1248,1402,7230,7433,6134,5268,3284,4673,4983,5074,4357,4048,4462
"ENSG00000134444",752.99999,930.00001,515,654,536,680,342,491,596,493,524,457,516
"ENSG00000134452",652.99999,682,495,357,535,585,553,760,538,443,407,378,897
"ENSG00000134453",1362,1575.00001,857,936,995,1405,1273,1541,1203,1188,1016,1026,1721
"ENSG00000134461",234,311,42,36,50,44,30,49,40,30,38,42,48
"ENSG00000134480",502,614.99999,917,860,736,851,937,727,763,1214,1138,1075,1055
"ENSG00000134490",466,549,513,474,384,605,370,572,533,485,463,337,479
"ENSG00000134504",365.99999,230.99999,86,86,54,142,135,161,154,182,155,153,156
"ENSG00000134508",533,350,135,99,104,53,28,34,40,38,20,29,32
"ENSG00000134516",21,14,275,221,222,136,62,124,134,17,5,9,12
"ENSG00000134531",81,112,28,13,10,7,20,17,14,176,189,118,155
"ENSG00000134532",878,2029,46,24,26,966,570,788,743,1798,1741,1418,1611
"ENSG00000134569",170,134,422,384,337,342,239,331,326,452,423,425,310
"ENSG00000134574",421.00001,307.99999,2433,1919,1925,1242,1196,1199,1225,984,996,765,966
"ENSG00000134575",413.99999,516.99999,573,442,439,943,592,845,1043,1132,1403,969,1004
"ENSG00000134590",865,993,1637,1224,1281,1408,1095,1380,1497,3517,3878,2675,2962
"ENSG00000134594",83,109,213,166,208,294,494,263,337,553,764,700,655
"ENSG00000134595",138,71,47,37,50,78,77,83,64,319,316,242,286
"ENSG00000134597",325,382,501,447,471,761,730,682,727,638,602,559,605
"ENSG00000134602",809,638.00001,4059,4239,3419,5723,3857,3979,4383,2457,1946,2195,2475
"ENSG00000134644",5274,5221.99999,5727,5639,4941,9013,4678,8240,8790,8810,9553,7210,7901
"ENSG00000134684",638.99999,658.99999,6114,5344,4820,4664,2953,4755,4872,4413,3722,3006,3960
"ENSG00000134686",1643.00001,1746,117,48,61,313,405,307,343,1061,1145,936,1026
"ENSG00000134690",661,689,2402,2365,1973,3476,2645,3435,3671,4335,4127,3485,4045
"ENSG00000134697",702,771.00001,3931,3628,3129,3515,2190,3016,3246,3231,2868,2435,3087
"ENSG00000134698",453,624,193,117,152,238,141,246,224,234,279,178,207
"ENSG00000134709",207,303,925,1019,791,435,192,361,372,199,121,132,189
"ENSG00000134717",1267,1672,2905,2951,2485,3877,4200,3184,3141,3413,3284,4269,3684
"ENSG00000134744",2989.99999,4101,1092,1084,921,2319,1151,2054,2402,3350,3309,2672,2890
"ENSG00000134748",767,860,2224,2117,1777,3047,2352,2485,2744,3010,2828,2541,2821
"ENSG00000134755",657,768,670,936,916,1291,547,993,921,850,667,846,1181
"ENSG00000134758",591,669.00001,1486,1646,1221,1672,1039,1266,1391,1624,1052,1338,1435
"ENSG00000134759",1080.99999,973,3766,3725,3206,3982,3495,3323,3667,2728,2426,2475,2445
"ENSG00000134762",65,22,101,93,91,57,16,53,69,38,40,46,28
"ENSG00000134769",4322.99999,4200.00002,844,805,678,652,453,506,535,2315,2346,1995,1976
"ENSG00000134775",830.99999,1292,101,65,54,523,414,598,433,239,242,219,336
"ENSG00000134779",1504.99999,1731,3517,3237,2937,5875,4680,5636,5354,7141,6619,5812,6566
"ENSG00000134780",141,106,205,188,150,173,60,195,168,232,238,220,268
"ENSG00000134802",55.00001,116,1211,1080,816,679,481,551,550,411,320,311,379
"ENSG00000134809",762,801,2527,2091,1868,1672,2716,1634,1563,1532,1396,1637,1709
"ENSG00000134815",274,256,650,615,578,696,459,829,810,692,717,595,813
"ENSG00000134824",2217,3012,13222,13393,11207,11103,6988,10065,11537,13146,14841,10379,13289
"ENSG00000134825",2852,3208,4174,3535,3406,3684,5225,3582,3320,3196,3014,3259,3161
"ENSG00000134851",909.99999,864,344,329,367,307,480,278,216,169,146,179,333
"ENSG00000134852",723,1078.99998,538,533,389,783,357,630,546,551,534,537,522
"ENSG00000134853",1106,388,80,73,76,151,32,75,117,123,140,94,136
"ENSG00000134864",95,58,33,27,29,113,121,88,87,106,88,103,139
"ENSG00000134871",1698,1669,1576,1731,1743,3301,2012,3707,2939,4284,3439,3808,6745
"ENSG00000134873",80,20,1214,1114,916,958,1060,712,934,417,273,350,386
"ENSG00000134874",989,1111.99999,331,254,254,436,359,484,414,411,340,327,469
"ENSG00000134882",2915,1348,2218,1755,1580,2312,2018,1875,2109,2310,2237,1986,2002
"ENSG00000134884",4285.00001,4925.00001,2207,2011,1899,4197,2692,3434,3668,2600,2978,2696,2698
"ENSG00000134897",367.00001,622.99999,174,221,120,286,185,205,202,708,510,683,768
"ENSG00000134899",424.99999,486.99999,464,437,400,574,249,467,542,984,986,752,800
"ENSG00000134900",898.99998,1293.99999,3116,3032,2552,3048,1267,2505,2792,2209,1919,1552,1861
"ENSG00000134901",238.99999,301,524,419,379,411,433,322,317,759,690,694,734
"ENSG00000134905",826.99999,927,310,188,201,218,344,224,168,255,252,219,229
"ENSG00000134909",739,1548.99999,490,388,339,574,340,527,467,656,744,647,613
"ENSG00000134910",817,1010,8674,8293,7035,8642,5650,6803,7854,6947,6689,5668,6224
"ENSG00000134917",44,14,180,180,148,2,4,2,2,91,91,80,114
"ENSG00000134954",32,21,785,898,777,43,16,36,18,4,8,19,6
"ENSG00000134970",698,934,535,636,744,1139,1357,938,753,642,412,729,1338
"ENSG00000134982",2604.99999,3280,911,973,741,1306,614,1250,1039,1763,1991,1450,1661
"ENSG00000134986",3110.00001,4552.99998,5063,4651,3978,8354,7662,7020,7025,13393,13495,12861,11743
"ENSG00000134987",405,513,1393,1659,1251,1512,667,1237,1268,1117,1005,1001,988
"ENSG00000134996",230,157,345,284,247,170,141,115,116,66,64,67,68
"ENSG00000135002",346,337,270,307,268,352,482,309,259,717,534,907,913
"ENSG00000135018",1418,1376,3599,3435,3111,4305,3214,3925,4172,4776,4672,3770,4526
"ENSG00000135040",791,892,1064,942,911,1197,847,1056,1089,1281,1234,1078,1290
"ENSG00000135045",343,290,52,53,27,98,95,78,66,87,45,66,83
"ENSG00000135046",1852.00001,941,124,71,95,8,10,8,4,414,680,638,580
"ENSG00000135047",550.00001,592,1000,940,842,987,934,854,965,1348,1337,1321,1186
"ENSG00000135048",2266,2119,472,479,437,2281,1091,2156,2203,1975,2036,1766,1656
"ENSG00000135049",2453.99999,2759,1189,1605,1353,2480,1419,2115,1982,2113,1778,1961,2296
"ENSG00000135052",2686,2377,1414,1301,1289,1682,1290,1529,1307,1704,1507,1540,2534
"ENSG00000135063",37,54.00001,296,175,228,12,14,14,24,7,12,10,15
"ENSG00000135069",1399,1557,10418,9699,7805,11924,12226,10202,11103,7971,6787,7954,8098
"ENSG00000135070",564,642,1128,1034,898,1251,1730,966,998,1431,1231,1456,1386
"ENSG00000135074",144,183,393,373,356,445,232,469,463,178,131,154,209
"ENSG00000135077",12,20,15,13,11,15,3,12,15,22,21,15,10
"ENSG00000135083",187.99999,140,508,526,497,463,505,490,426,250,209,248,282
"ENSG00000135090",399,367,131,122,105,81,58,100,89,404,471,336,380
"ENSG00000135093",302,181,234,221,191,573,366,475,526,977,1048,894,807
"ENSG00000135097",2652,2628,155,118,111,281,212,319,308,1139,1350,859,1287
"ENSG00000135108",1091,1115,3092,3115,2482,5027,3077,4506,4489,5923,6181,5100,5212
"ENSG00000135116",29,40,33,20,20,19,16,16,13,152,164,127,163
"ENSG00000135119",795,787,709,688,628,857,508,907,962,1023,1064,838,1049
"ENSG00000135124",129.99999,94.00001,444,295,351,597,500,514,585,393,539,461,399
"ENSG00000135127",153,223.00001,97,47,51,28,20,23,34,15,22,11,24
"ENSG00000135144",98,111,49,49,55,60,71,84,56,33,48,29,34
"ENSG00000135148",562,587,1488,1481,1283,2342,1553,1972,2115,2890,3022,2478,2351
"ENSG00000135164",1691.99998,2336.99999,2193,2235,1886,3298,1817,3039,3001,2849,2627,2616,2645
"ENSG00000135185",141,147,420,384,374,281,248,219,255,285,234,198,311
"ENSG00000135205",141,213,6,2,12,9,6,11,11,38,34,21,30
"ENSG00000135211",363,410,761,644,616,895,845,773,830,806,693,736,773
"ENSG00000135241",535,676,386,423,379,814,514,566,625,948,918,846,843
"ENSG00000135245",489,514,2520,2026,1783,5713,8411,4404,5270,2459,2467,2719,2509
"ENSG00000135249",274,292,603,610,530,705,592,613,574,634,547,584,552
"ENSG00000135250",1229.99999,1573.00001,1163,1147,1039,1629,1091,1488,1408,1843,1944,1628,1955
"ENSG00000135253",68,42.99999,88,55,66,76,84,92,75,64,71,56,74
"ENSG00000135269",256.99999,320,1222,1226,1022,326,219,235,261,414,372,429,399
"ENSG00000135272",505,713,40,28,17,24,24,8,13,77,55,59,98
"ENSG00000135297",585.00002,806.00001,905,909,743,682,501,587,646,810,738,696,763
"ENSG00000135298",1281,2699,37,49,28,181,69,95,134,386,482,340,283
"ENSG00000135299",635,1078.99999,78,78,84,219,194,193,151,433,444,398,587
"ENSG00000135314",120.99999,104.99999,373,316,295,298,280,227,290,105,117,106,121
"ENSG00000135315",730,1317,211,215,217,444,230,444,428,442,382,448,436
"ENSG00000135316",3117.99999,4030.00001,5314,4997,4229,4342,2707,3996,4156,4560,3758,3362,4279
"ENSG00000135317",2842.00001,3325.99999,631,722,553,853,775,632,643,1165,1077,1173,1120
"ENSG00000135318",41,27,36,41,42,0,0,1,0,18,13,12,11
"ENSG00000135333",241.99999,674.99999,243,281,202,903,371,756,894,1945,1575,1806,1438
"ENSG00000135334",642,758,1133,1161,1169,1112,869,1093,990,1360,1254,1374,1689
"ENSG00000135336",1057.00001,1080,2700,2488,2004,2790,1877,2377,2510,2082,1901,1775,2191
"ENSG00000135338",490.00001,1132,106,125,125,383,144,265,362,744,608,583,625
"ENSG00000135341",1676,2528.00001,1761,1792,1324,2763,1728,2301,2544,2849,2793,2502,2556
"ENSG00000135362",158,62,88,93,101,366,300,332,327,235,256,242,304
"ENSG00000135363",70,26,5,1,8,33,43,36,18,16,12,13,15
"ENSG00000135365",1931,2070,493,416,393,1065,607,973,956,1514,1705,1229,1327
"ENSG00000135372",458,464,4053,3940,3264,3696,2119,3805,3880,3145,2761,2307,2645
"ENSG00000135387",2646,2766,10163,12241,10045,15072,8372,13167,12694,12533,10467,12207,13949
"ENSG00000135390",5339.00001,6366,8818,7212,7342,11369,13606,10752,10396,12188,12241,10730,11202
"ENSG00000135392",224,208.00001,1165,1162,1056,1719,1052,1696,1981,1699,1696,1238,1553
"ENSG00000135404",3342.99999,3090,11385,9430,9287,8752,12995,6948,7434,7028,7802,7370,6955
"ENSG00000135406",204,514,3,5,7,61,65,92,82,46,63,70,77
"ENSG00000135407",87,92,12,4,7,17,4,17,17,24,24,27,29
"ENSG00000135414",889,880,194,184,143,324,239,343,312,626,671,587,645
"ENSG00000135423",27,27,1348,1207,1099,187,123,147,174,14,30,9,7
"ENSG00000135424",344,267,630,467,488,473,275,426,428,490,672,512,508
"ENSG00000135437",19,13,46,35,22,41,40,47,42,22,36,32,49
"ENSG00000135441",1158.00001,1085.99999,734,521,520,674,1080,630,600,926,1024,929,928
"ENSG00000135446",1873.00001,2050,7410,5946,5607,8924,11251,8125,8263,9674,8939,8493,8812
"ENSG00000135447",390,521,19,23,27,65,128,92,67,55,55,44,86
"ENSG00000135451",549,764.99999,1509,1046,1124,1238,1078,1254,1398,1850,1821,1497,1715
"ENSG00000135452",345.00001,368.00001,772,752,676,1418,1787,1146,1227,1106,1235,1345,1146
"ENSG00000135454",58.00001,50.00001,49,42,30,75,61,52,47,269,269,199,282
"ENSG00000135457",357.99999,418,641,552,517,837,547,672,775,717,643,549,649
"ENSG00000135469",114,123.00001,131,126,71,139,158,128,145,191,210,212,217
"ENSG00000135472",116,56,12,8,15,174,154,146,164,360,362,259,366
"ENSG00000135473",284,365.00001,1172,1007,968,1439,822,1403,1649,2063,2145,1756,1740
"ENSG00000135476",423,444,1994,1830,1441,1885,1047,2055,2351,2571,2839,1987,2341
"ENSG00000135482",193,256,681,536,480,728,536,584,605,623,649,585,571
"ENSG00000135486",11352,17673.99998,56800,50396,45228,61652,49907,57666,57414,55568,49929,44607,49021
"ENSG00000135503",475,650,201,222,160,519,310,349,445,537,718,557,596
"ENSG00000135506",881.00001,939.00001,1452,1287,1121,1780,1114,1532,1682,2417,2738,1862,2186
"ENSG00000135517",683.99999,452,1,1,0,21,24,17,26,4,0,0,5
"ENSG00000135519",55,33,39,31,12,22,13,39,10,6,4,9,4
"ENSG00000135521",397,478,1507,1375,1149,1095,859,1125,1030,850,686,710,821
"ENSG00000135525",913,531,1162,1171,1082,722,349,551,526,179,160,132,94
"ENSG00000135535",1023.99999,1135.99999,2553,2635,2170,3855,2574,2533,2998,1490,1367,1637,1510
"ENSG00000135537",89,121,127,119,97,91,61,67,70,125,100,97,109
"ENSG00000135540",1999,2017.00001,383,381,332,198,154,253,260,1694,1986,1479,1244
"ENSG00000135541",2581,4073.99999,417,380,329,591,376,451,514,900,938,856,807
"ENSG00000135547",20,15,123,182,185,15,8,25,17,16,12,13,27
"ENSG00000135549",371.99999,408.99999,17,19,19,55,61,33,38,32,40,40,44
"ENSG00000135587",89,72,306,235,231,374,496,324,312,256,232,292,306
"ENSG00000135596",236,428.99998,1341,1043,944,1606,1164,1672,1936,922,993,620,953
"ENSG00000135597",2084.99999,1096,515,366,344,569,472,574,487,442,389,403,420
"ENSG00000135605",42,52,108,112,81,30,9,16,16,74,49,55,58
"ENSG00000135617",194,189,198,194,191,219,375,182,159,387,438,559,484
"ENSG00000135622",114,154.99999,309,310,259,647,404,473,612,1287,1377,1183,1237
