"","EP1-WT_ROs_D45","H9-CRX_ROs_D45","EP1-WT_hRO_2","H9-BRN3B_hRO_2","H9-CRX_hRO_2","EP1-BRN3B-RO","H9-BRN3B-RO"
"ENST00000488669",0,5,2,1,2,8,5
"ENST00000375067",0,4,2,1,2,0,8
"ENST00000375055",4,3,1,0,2,10,2
"ENST00000484849",19,15,13,11,11,18,18
"ENST00000375069",4,4,6,4,8,9,12
"ENST00000375070",4,0,1,4,2,2,5
"ENST00000438221",3,1,2,1,0,14,5
"ENST00000375076",3,4,6,4,10,4,3
"ENST00000375050",670,613,254,266,262,718,592
"ENST00000478678",30,33,11,6,10,28,14
"ENST00000496171",5,5,0,5,6,12,6
"ENST00000480254",9,32,16,4,7,23,13
"ENST00000487761",14,11,6,1,2,6,7
"ENST00000375043",8,3,4,1,2,1,4
"ENST00000491215",39,31,22,15,22,69,41
"ENST00000474612",6,18,11,18,19,29,26
"ENST00000375023",16,13,8,7,12,28,20
"ENST00000473562",23,24,6,11,15,42,37
"ENST00000442822",3,2,0,2,3,4,2
"ENST00000375015",2,4,3,1,0,0,8
"ENST00000454136",0,8,0,0,4,6,6
"ENST00000374975",0,58,1,70,105,0,77
"ENST00000696610",1,119,1,144,130,5,75
"ENST00000696611",0,154,1,179,138,0,100
"ENST00000696612",0,18,4,19,11,3,5
"ENST00000360004",0,76,0,100,62,1,54
"ENST00000460633",6,11,4,6,13,32,34
"ENST00000487676",2,10,3,18,29,9,14
"ENST00000434651",1,34,1,26,72,0,7
"ENST00000374943",0,10,3,9,33,0,2
"ENST00000399084",2,50,2,44,121,1,28
"ENST00000435145",4,2,0,2,0,11,10
"ENST00000452392",0,5,0,1,1,10,12
"ENST00000652259",0,0,0,0,1,6,9
"ENST00000698448",8,7,6,14,11,32,34
"ENST00000374897",0,12,6,14,5,29,64
"ENST00000705716",6,7,0,5,3,21,29
"ENST00000698440",0,6,9,3,0,9,18
"ENST00000698441",5,2,2,6,3,5,9
"ENST00000485701",85,65,52,46,34,120,166
"ENST00000395339",0,1,6,3,10,22,11
"ENST00000374882",4,10,26,26,30,110,78
"ENST00000374881",6,11,15,16,20,61,66
"ENST00000650793",0,1,2,1,4,8,1
"ENST00000650411",0,0,2,2,1,6,10
"ENST00000464863",0,2,1,3,2,6,12
"ENST00000374859",0,0,4,4,9,19,18
"ENST00000486332",8,5,13,5,13,24,31
"ENST00000698420",0,4,1,10,3,16,13
"ENST00000698421",0,0,6,14,9,8,16
"ENST00000354258",10,13,6,25,16,74,46
"ENST00000698422",0,2,12,8,10,12,9
"ENST00000698423",2,6,4,10,14,18,14
"ENST00000498020",58,44,14,26,21,80,53
"ENST00000418107",2,1,3,2,0,5,8
"ENST00000395305",1,0,4,3,3,2,5
"ENST00000477541",3,2,4,3,5,12,12
"ENST00000374843",3,8,6,4,2,5,10
"ENST00000464392",12,19,6,7,9,18,17
"ENST00000374825",218,229,85,121,99,271,279
"ENST00000678778",21,32,12,12,6,20,17
"ENST00000679179",27,53,18,23,19,64,47
"ENST00000469132",150,153,97,100,101,258,202
"ENST00000449085",108,130,80,76,63,185,164
"ENST00000677331",16,24,12,8,11,21,21
"ENST00000678250",111,149,88,84,68,200,159
"ENST00000677085",25,32,16,17,19,55,42
"ENST00000374831",184,169,96,93,75,237,212
"ENST00000495733",184,182,63,75,77,172,96
"ENST00000482914",113,121,69,54,83,160,170
"ENST00000464592",75,106,49,45,48,146,143
"ENST00000679099",15,27,10,6,12,51,23
"ENST00000607833",42,53,21,20,25,71,47
"ENST00000395287",48,72,53,35,43,66,74
"ENST00000449025",90,99,64,74,50,144,141
"ENST00000463639",65,95,56,63,52,124,138
"ENST00000229829",7,5,5,7,12,9,15
"ENST00000479107",4,4,10,7,2,10,19
"ENST00000418931",137,102,145,111,108,321,215
"ENST00000469120",2,4,1,5,3,9,13
"ENST00000471184",1,6,3,8,2,15,5
"ENST00000498038",7,3,4,1,0,5,2
"ENST00000416804",6,9,29,17,12,19,10
"ENST00000478189",4,0,2,4,0,10,9
"ENST00000374708",9,9,5,10,4,17,23
"ENST00000341947",12,5,4,12,0,16,21
"ENST00000395194",1,2,1,2,2,6,5
"ENST00000374685",155,107,64,73,66,176,190
"ENST00000374680",192,149,94,102,85,311,244
"ENST00000483281",7,10,2,0,2,1,4
"ENST00000481441",14,8,12,2,10,36,21
"ENST00000698677",8,14,7,1,7,10,14
"ENST00000698678",15,16,5,0,2,26,23
"ENST00000698679",11,7,6,5,1,7,5
"ENST00000698680",3,0,2,2,0,10,7
"ENST00000698681",3,3,1,3,0,9,2
"ENST00000698682",16,24,4,5,4,57,37
"ENST00000698683",7,3,1,3,2,16,9
"ENST00000698684",3,8,1,4,2,8,7
"ENST00000374675",97,158,38,43,43,267,235
"ENST00000374677",103,144,39,36,31,244,214
"ENST00000698686",2,1,3,2,3,8,4
"ENST00000698687",6,6,3,2,4,19,4
"ENST00000698688",3,4,1,1,1,12,7
"ENST00000698689",7,6,1,0,4,11,12
"ENST00000374662",71,60,54,74,42,171,205
"ENST00000469186",12,17,1,5,7,12,21
"ENST00000374656",268,310,199,221,217,499,508
"ENST00000478431",114,145,134,153,128,203,240
"ENST00000482399",73,88,68,62,79,78,94
"ENST00000478934",61,80,34,59,31,77,72
"ENST00000445902",276,214,138,144,134,306,213
"ENST00000493379",1,6,1,3,4,0,2
"ENST00000464425",2,1,1,1,2,2,6
"ENST00000474973",954,1257,966,987,726,1021,750
"ENST00000439602",30005,25018,11992,17422,14596,25582,15769
"ENST00000474626",40,123,95,87,79,69,59
"ENST00000476222",390,640,526,540,358,428,304
"ENST00000496813",17,19,21,15,15,24,23
"ENST00000490191",566,879,688,614,437,684,561
"ENST00000472218",41,56,39,47,41,67,45
"ENST00000479802",250,449,419,338,230,297,237
"ENST00000451237",20,21,16,12,16,43,56
"ENST00000606990",6,5,0,10,1,16,15
"ENST00000473611",8,21,8,11,9,27,19
"ENST00000461951",15,29,10,13,18,24,28
"ENST00000374617",232,175,59,91,73,193,165
"ENST00000489905",6,1,3,3,2,5,2
"ENST00000477718",10,9,4,1,1,10,7
"ENST00000395131",59,55,32,45,34,70,94
"ENST00000395134",13,14,7,5,7,20,23
"ENST00000374607",54,38,51,38,31,50,51
"ENST00000374606",36,54,36,28,29,55,60
"ENST00000491382",7,8,0,3,5,16,11
"ENST00000463584",3,5,1,2,5,9,13
"ENST00000491168",41,42,33,35,34,52,74
"ENST00000483151",34,51,47,50,51,87,113
"ENST00000437840",61,74,57,62,55,108,147
"ENST00000497454",155,133,74,82,60,225,194
"ENST00000478610",3,6,3,1,0,4,1
"ENST00000425946",1,3,3,0,5,11,10
"ENST00000434618",108,154,112,132,126,313,276
"ENST00000489157",15,23,8,11,15,31,49
"ENST00000699647",27,45,10,16,15,70,60
"ENST00000699648",10,4,3,5,2,37,29
"ENST00000699649",10,5,14,1,11,32,26
"ENST00000699650",11,13,6,16,7,33,22
"ENST00000699651",5,6,10,6,12,18,35
"ENST00000699652",4,1,6,10,12,34,14
"ENST00000699653",8,12,20,7,7,25,18
"ENST00000699654",4,8,2,8,4,17,14
"ENST00000699655",11,24,15,5,11,44,36
"ENST00000699656",7,1,7,5,3,33,24
"ENST00000699657",14,17,12,16,14,56,36
"ENST00000467025",6,3,3,2,5,24,15
"ENST00000475304",1,0,1,1,3,9,2
"ENST00000699659",19,30,19,20,21,50,43
"ENST00000699660",1,7,0,6,5,12,6
"ENST00000699661",14,4,11,17,7,19,12
"ENST00000699662",2,8,10,7,4,5,14
"ENST00000699663",4,5,2,1,3,9,8
"ENST00000699664",1,4,6,1,4,8,5
"ENST00000426633",1,2,0,1,5,10,10
"ENST00000480730",3,6,1,1,0,5,2
"ENST00000476333",3,6,2,2,13,12,13
"ENST00000418724",42,55,51,44,44,118,100
"ENST00000431845",106,101,36,43,31,169,168
"ENST00000374542",246,295,73,118,88,171,146
"ENST00000706094",106,100,49,62,48,107,102
"ENST00000266000",141,178,51,98,72,115,105
"ENST00000414083",25,44,7,13,15,30,28
"ENST00000620164",39,45,11,19,14,44,38
"ENST00000446511",3,1,0,1,1,6,3
"ENST00000453407",1,1,0,0,0,3,10
"ENST00000494082",1,4,2,2,2,114,342
"ENST00000428849",667,651,105,160,125,212,46
"ENST00000450504",11,12,4,2,2,3,6
"ENST00000494554",18,21,6,3,5,6,8
"ENST00000487667",16,20,9,7,7,61,48
"ENST00000374512",70,92,111,120,150,165,205
"ENST00000374516",157,143,105,153,163,352,432
"ENST00000495509",4,2,2,2,3,13,17
"ENST00000488767",1,6,0,1,2,9,7
"ENST00000479029",0,2,2,0,1,7,8
"ENST00000462802",515,563,216,285,225,353,278
"ENST00000488034",507,524,361,494,413,599,761
"ENST00000374500",530,557,197,291,243,291,301
"ENST00000479249",7,31,12,6,8,9,7
"ENST00000607266",94,116,60,69,61,99,81
"ENST00000494751",2,6,3,1,3,2,7
"ENST00000488478",6,19,20,17,10,79,84
"ENST00000482684",213,193,105,141,127,158,101
"ENST00000374484",9,19,6,2,5,4,1
"ENST00000465956",2,2,5,1,3,11,6
"ENST00000440279",32,36,6,10,21,15,18
"ENST00000487637",46,59,22,34,23,47,46
"ENST00000374496",8,3,5,6,3,7,8
"ENST00000638142",53,48,28,15,11,29,25
"ENST00000646630",76,76,50,52,47,72,58
"ENST00000479510",24,28,17,26,21,37,16
"ENST00000629380",66,87,53,45,42,50,58
"ENST00000644458",7,9,7,3,1,9,11
"ENST00000449372",41,51,16,20,13,23,21
"ENST00000628646",20,40,10,15,11,30,9
"ENST00000418600",83,67,35,52,40,40,42
"ENST00000293748",26,63,23,15,11,21,21
"ENST00000636116",4,2,0,2,1,4,3
"ENST00000637911",4,5,3,0,1,3,3
"ENST00000637721",20,8,3,5,3,19,15
"ENST00000682587",77,75,44,28,38,45,55
"ENST00000428982",45,29,10,5,7,15,5
"ENST00000645250",10,5,5,5,2,1,7
"ENST00000637671",11,8,3,3,6,10,5
"ENST00000470232",51,40,16,19,13,25,5
"ENST00000636146",12,10,11,2,4,8,7
"ENST00000395064",158,151,69,48,49,124,130
"ENST00000442998",37,49,29,32,29,50,96
"ENST00000374467",132,152,52,75,56,127,127
"ENST00000374316",10,16,20,11,13,13,29
"ENST00000605930",5,11,7,9,9,11,25
"ENST00000606961",100,109,91,69,66,149,239
"ENST00000374231",14,13,10,5,11,52,27
"ENST00000607484",1329,1256,629,797,713,1116,1370
"ENST00000374214",29,41,15,12,13,11,30
"ENST00000293756",9,12,6,9,8,6,13
"ENST00000451316",5,1,2,3,1,3,7
"ENST00000506578",64,43,60,64,57,98,76
"ENST00000293760",234,259,95,128,132,454,386
"ENST00000511171",25,39,22,15,14,39,47
"ENST00000421671",11,7,2,5,1,11,10
"ENST00000508327",7,0,6,4,0,4,4
"ENST00000504692",8,4,5,3,4,6,6
"ENST00000442696",4,14,7,2,2,6,7
"ENST00000512368",32,38,32,21,25,37,24
"ENST00000513701",0,4,3,0,2,7,3
"ENST00000430124",9,1,2,0,1,5,1
"ENST00000538487",7,6,8,3,7,68,12
"ENST00000535756",6,3,5,9,0,28,14
"ENST00000374181",4,5,5,5,9,19,9
"ENST00000374177",0,1,1,0,2,9,8
"ENST00000545715",1,0,3,0,2,2,7
"ENST00000609973",8,5,4,4,9,12,10
"ENST00000447654",458,648,128,149,121,177,152
"ENST00000311487",1745,2253,426,504,410,496,515
"ENST00000347617",343,618,178,186,197,147,162
"ENST00000401473",937,1303,260,288,259,247,285
"ENST00000703808",6,7,1,1,0,1,5
"ENST00000478214",2,12,1,2,1,6,2
"ENST00000374116",101,171,44,45,32,58,49
"ENST00000703809",53,114,28,29,32,21,25
"ENST00000636500",32,40,34,62,26,78,93
"ENST00000481533",12,11,13,26,15,27,35
"ENST00000476320",93,99,94,133,85,174,184
"ENST00000413013",11,6,13,17,14,18,31
"ENST00000394990",17,17,22,19,19,29,50
"ENST00000637920",8,8,14,9,11,14,25
"ENST00000463083",5,5,6,14,5,19,11
"ENST00000495581",3,4,0,2,3,2,7
"ENST00000607016",928,820,496,527,447,1448,1259
"ENST00000639725",108,134,81,101,65,125,116
"ENST00000639877",33,47,27,42,35,37,52
"ENST00000464218",615,1424,1123,854,824,754,657
"ENST00000467531",612,1269,1055,765,687,664,519
"ENST00000621356",1028,1716,1151,931,844,960,836
"ENST00000344700",19,51,64,38,51,11,7
"ENST00000644700",55,92,104,50,63,51,26
"ENST00000648437",15242,14203,6428,9132,8296,10502,7607
"ENST00000644393",29,40,9,8,8,13,15
"ENST00000480942",5,8,3,1,3,4,6
"ENST00000620693",0,0,15,6,11,77,89
"ENST00000244458",4,3,20,29,26,112,154
"ENST00000374043",3,6,36,31,28,109,214
"ENST00000493633",1,1,3,2,4,11,8
"ENST00000538621",5,1,18,9,29,62,58
"ENST00000374037",6,0,1,1,0,5,11
"ENST00000544425",3,1,3,6,1,6,9
"ENST00000374023",219,224,114,125,96,325,352
"ENST00000374026",81,100,65,50,59,118,160
"ENST00000374021",25,28,15,6,14,17,37
"ENST00000244520",1625,1458,492,733,533,982,877
"ENST00000374018",3,4,2,0,3,5,2
"ENST00000374017",222,267,97,138,115,191,179
"ENST00000474635",14,3,6,6,4,7,10
"ENST00000192788",236,265,180,178,117,280,325
"ENST00000650109",63,70,60,52,48,75,92
"ENST00000361288",284,271,161,166,139,215,243
"ENST00000693593",66,78,53,52,60,55,67
"ENST00000420584",89,107,81,69,60,130,148
"ENST00000689560",19,16,10,10,11,12,16
"ENST00000685682",39,41,24,24,41,49,66
"ENST00000691871",228,208,206,195,181,563,718
"ENST00000687970",4,1,7,4,4,14,12
"ENST00000688059",7,8,2,3,3,3,0
"ENST00000690161",25,28,10,9,15,26,31
"ENST00000693481",17,30,16,14,15,34,34
"ENST00000360359",261,242,178,201,178,345,395
"ENST00000649117",33,32,18,14,19,64,55
"ENST00000650178",10,15,12,10,6,37,33
"ENST00000698906",16,27,27,39,23,14,35
"ENST00000698907",16,29,26,21,20,23,27
"ENST00000698908",19,23,22,15,30,18,24
"ENST00000274938",724,566,193,209,206,260,237
"ENST00000491400",77,61,47,42,43,66,62
"ENST00000229405",51,58,45,40,30,39,43
"ENST00000486891",36,41,27,22,10,47,31
"ENST00000484932",5,7,2,0,6,5,8
"ENST00000373953",232,202,95,94,111,194,199
"ENST00000339411",65,62,33,50,32,90,81
"ENST00000482946",1,0,3,2,3,3,4
"ENST00000479226",0,13,8,0,0,10,9
"ENST00000698929",7,1,2,6,1,9,13
"ENST00000316637",10,3,0,0,2,16,9
"ENST00000698930",1,2,4,1,0,5,3
"ENST00000698931",7,11,5,8,3,23,34
"ENST00000444278",4,2,3,2,6,7,8
"ENST00000468102",6,11,6,17,6,52,64
"ENST00000360694",99,88,41,39,40,128,118
"ENST00000418635",26,43,17,25,26,76,71
"ENST00000448077",29,41,22,25,26,43,69
"ENST00000337400",16,7,7,12,6,24,19
"ENST00000311565",30,20,25,29,15,67,55
"ENST00000229769",65,72,30,37,25,45,48
"ENST00000648059",3,4,0,3,1,11,5
"ENST00000696265",1,8,1,1,0,3,6
"ENST00000696267",5,0,3,3,2,8,8
"ENST00000696268",2,3,0,1,1,5,7
"ENST00000696269",60,48,32,45,58,68,73
"ENST00000322203",14853,11899,5123,7843,6556,9228,5804
"ENST00000467020",1189,1285,924,1183,884,866,703
"ENST00000490335",8,8,5,5,6,9,3
"ENST00000464112",1848,1907,1449,1924,1510,2115,1501
"ENST00000478340",816,1074,865,997,798,610,464
"ENST00000402886",27,59,36,60,47,108,118
"ENST00000338863",108,102,86,72,93,158,154
"ENST00000639578",9,18,9,6,3,28,34
"ENST00000322263",7,8,138,99,113,600,631
"ENST00000229771",38,16,290,208,242,1603,1948
"ENST00000614066",7,8,77,37,39,339,411
"ENST00000495781",0,0,2,0,3,34,14
"ENST00000496434",7,3,40,24,33,53,63
"ENST00000373892",1,0,16,3,13,65,49
"ENST00000428978",0,0,6,0,2,19,35
"ENST00000448446",1,0,10,7,16,76,44
"ENST00000539068",38,62,40,51,33,33,33
"ENST00000536438",64,76,45,81,54,43,59
"ENST00000357266",119,137,63,82,68,83,86
"ENST00000542713",29,30,12,23,28,18,33
"ENST00000373866",2,6,8,8,7,4,6
"ENST00000288065",7,7,0,11,4,8,5
"ENST00000403376",1,2,2,3,1,3,3
"ENST00000360215",683,445,445,406,433,1086,1055
"ENST00000651676",53,33,29,31,20,58,73
"ENST00000652718",123,95,54,57,60,135,116
"ENST00000373825",622,523,218,304,257,305,257
"ENST00000361690",108,105,40,35,64,89,61
"ENST00000346162",152,152,61,88,61,106,98
"ENST00000423325",237,149,87,92,67,153,147
"ENST00000505885",15,8,7,5,7,19,17
"ENST00000507292",5,4,3,3,1,10,6
"ENST00000502969",7,2,1,1,1,5,3
"ENST00000508473",7,5,11,7,9,9,9
"ENST00000512445",6,5,0,3,0,5,9
"ENST00000513367",32,21,16,8,23,28,16
"ENST00000507909",13,13,5,0,8,19,15
"ENST00000486155",12,19,13,14,13,12,31
"ENST00000229794",127,101,74,88,93,184,126
"ENST00000229795",106,135,82,44,60,140,169
"ENST00000491957",14,10,6,10,7,15,26
"ENST00000496250",6,7,7,7,8,21,21
"ENST00000472333",6,8,6,8,6,23,18
"ENST00000490379",1,0,4,0,3,18,8
"ENST00000373766",3,11,20,13,9,18,28
"ENST00000211287",25,21,17,13,25,19,19
"ENST00000357641",136,143,68,63,57,161,150
"ENST00000339717",12,12,4,2,2,10,7
"ENST00000449261",2,3,2,1,0,5,4
"ENST00000534694",2,5,5,0,1,1,9
"ENST00000532330",5,3,0,1,2,5,3
"ENST00000534400",3,11,6,0,5,8,8
"ENST00000441123",43,48,51,46,33,68,68
"ENST00000527657",11,2,0,2,1,2,3
"ENST00000441730",28,29,27,15,36,25,32
"ENST00000388715",7,4,1,8,2,10,13
"ENST00000437635",1,2,1,4,1,8,15
"ENST00000339796",24,27,17,11,20,83,87
"ENST00000627426",4,2,3,2,4,16,13
"ENST00000454782",0,3,1,4,2,6,7
"ENST00000536244",296,266,167,198,190,362,285
"ENST00000373731",415,410,186,177,182,381,283
"ENST00000483557",12,6,9,10,11,17,14
"ENST00000443316",18,26,12,3,20,32,15
"ENST00000474988",2,4,4,7,4,1,1
"ENST00000481911",6,7,4,9,7,11,3
"ENST00000449081",21,20,10,14,7,26,13
"ENST00000265344",0,3,1,3,1,6,4
"ENST00000460983",18,12,10,17,9,20,14
"ENST00000229812",543,401,313,320,279,310,297
"ENST00000613941",24,12,10,9,5,43,25
"ENST00000373715",5379,4310,1335,1628,1478,3588,3014
"ENST00000620242",17,30,11,15,13,26,23
"ENST00000339436",25,30,6,18,5,22,23
"ENST00000477442",19,13,5,13,4,11,19
"ENST00000620941",33,42,17,29,28,29,51
"ENST00000620389",341,264,122,136,142,203,137
"ENST00000614136",92,107,66,58,76,116,96
"ENST00000615513",46,91,204,89,117,181,230
"ENST00000448526",35,82,249,79,108,158,226
"ENST00000405375",52,98,216,105,129,143,226
"ENST00000244741",185,222,446,185,239,567,635
"ENST00000373711",0,2,2,2,4,8,5
"ENST00000462537",0,6,10,2,2,9,47
"ENST00000612677",0,0,0,3,2,9,16
"ENST00000459703",1,3,6,11,7,7,17
"ENST00000244751",20,23,13,44,20,43,34
"ENST00000393189",2,1,4,4,0,1,7
"ENST00000633136",3,2,3,4,4,8,10
"ENST00000634222",3,3,9,8,10,8,2
"ENST00000633280",2,2,7,5,9,3,3
"ENST00000483552",82,149,78,76,58,69,89
"ENST00000373699",798,700,170,213,200,375,423
"ENST00000359359",11,19,11,4,18,30,18
"ENST00000355190",21,21,10,11,12,50,32
"ENST00000373685",21,9,10,5,5,23,19
"ENST00000480824",315,293,208,237,233,476,365
"ENST00000695042",29,30,24,24,23,34,31
"ENST00000695043",30,39,35,27,30,55,64
"ENST00000695044",69,79,48,54,32,72,74
"ENST00000695045",39,37,22,41,42,56,61
"ENST00000695046",171,166,83,96,77,198,159
"ENST00000695047",52,51,22,42,28,52,51
"ENST00000695048",46,49,25,41,25,59,58
"ENST00000695049",28,32,32,27,30,38,46
"ENST00000695050",46,35,24,33,19,52,54
"ENST00000695051",79,86,36,36,60,78,71
"ENST00000695052",37,36,29,26,34,33,55
"ENST00000695053",25,71,42,42,32,61,48
"ENST00000695054",31,57,23,31,31,53,59
"ENST00000695055",54,70,35,43,36,49,55
"ENST00000695056",51,44,29,37,35,68,52
"ENST00000373627",390,338,126,146,96,358,328
"ENST00000373616",375,369,104,111,83,320,255
"ENST00000695057",0,2,1,0,1,7,5
"ENST00000695059",6,3,2,1,3,11,4
"ENST00000695060",4,4,1,2,0,3,2
"ENST00000695061",7,4,8,3,0,6,10
"ENST00000695062",24,27,10,17,12,43,21
"ENST00000695063",9,8,9,7,7,22,10
"ENST00000695064",13,11,11,13,8,28,15
"ENST00000695065",15,7,4,8,7,20,13
"ENST00000695066",8,8,4,9,7,14,11
"ENST00000695067",15,23,2,7,15,33,9
"ENST00000695068",32,39,10,13,17,64,26
"ENST00000695069",32,14,8,14,7,47,31
"ENST00000695070",16,4,2,0,2,11,7
"ENST00000695071",13,21,4,3,5,19,7
"ENST00000695072",7,8,3,4,6,10,17
"ENST00000695073",23,18,9,12,7,51,28
"ENST00000695074",8,2,6,2,2,2,2
"ENST00000695075",6,9,3,2,0,17,7
"ENST00000695076",2,3,2,3,1,8,3
"ENST00000460219",21,22,5,6,2,34,17
"ENST00000695077",11,6,7,9,2,11,17
"ENST00000489356",2,1,2,2,4,6,4
"ENST00000493635",10,9,7,6,0,22,24
"ENST00000373509",107,123,46,81,66,91,83
"ENST00000468243",8,3,2,2,1,11,6
"ENST00000652639",3,3,9,6,13,32,15
"ENST00000357219",1,2,3,2,2,6,20
"ENST00000373491",132,134,88,83,91,171,181
"ENST00000494320",6,4,3,3,1,3,3
"ENST00000373479",334,305,179,227,215,396,389
"ENST00000229866",28,32,16,15,21,36,44
"ENST00000479516",8,11,12,3,5,29,33
"ENST00000469316",2,3,0,1,2,2,6
"ENST00000469731",26,31,23,38,36,74,76
"ENST00000471097",3,2,3,2,2,1,8
"ENST00000455891",15,9,4,3,5,28,27
"ENST00000373451",282,279,171,151,187,370,347
"ENST00000493656",0,0,0,2,5,5,4
"ENST00000475364",2,9,2,2,4,7,9
"ENST00000457419",4,4,4,4,4,14,14
"ENST00000373408",1101,962,396,590,486,707,632
"ENST00000681472",40,26,3,9,10,52,28
"ENST00000434837",38,36,11,7,4,81,37
"ENST00000373401",13,8,4,6,0,17,13
"ENST00000505425",6,2,1,1,1,8,7
"ENST00000681439",16,11,0,4,3,13,11
"ENST00000502298",7,0,5,0,0,15,5
"ENST00000510077",6,7,1,0,0,4,4
"ENST00000478143",10,8,1,1,0,18,5
"ENST00000287218",626,648,301,286,273,659,657
"ENST00000373391",242,259,195,169,191,283,302
"ENST00000474522",11,3,2,1,1,6,13
"ENST00000373389",0,4,5,4,2,10,8
"ENST00000469208",15,4,3,6,4,25,8
"ENST00000440482",1,6,4,1,0,3,0
"ENST00000463847",11,3,1,3,4,2,5
"ENST00000314100",38,45,34,48,26,60,94
"ENST00000481247",104,83,61,81,54,144,152
"ENST00000649492",21,10,12,7,13,33,32
"ENST00000328403",6,10,6,4,2,16,18
"ENST00000419706",1,3,0,1,0,2,10
"ENST00000497373",31,22,14,15,9,22,27
"ENST00000373365",1685,1553,682,823,805,1219,1126
"ENST00000470973",243,286,176,217,168,261,264
"ENST00000327475",0,2,2,6,5,12,39
"ENST00000449981",3,0,4,8,3,21,37
"ENST00000359357",0,1,2,5,0,18,33
"ENST00000373256",1,3,2,0,2,41,39
"ENST00000229903",131,111,57,69,103,99,55
"ENST00000703663",32,36,33,21,28,46,55
"ENST00000703664",5,10,6,10,5,12,9
"ENST00000481599",42,36,25,32,32,51,34
"ENST00000373249",10,5,3,8,7,7,10
"ENST00000359534",9,16,13,15,8,289,45
"ENST00000458470",6,5,4,8,6,18,27
"ENST00000287152",17,16,7,10,7,35,26
"ENST00000465719",6,7,5,2,3,8,13
"ENST00000633794",9,8,4,7,6,9,7
"ENST00000491083",2,6,2,1,2,1,1
"ENST00000274867",3,12,11,5,19,15,13
"ENST00000475489",2,3,1,4,6,11,9
"ENST00000538976",8,8,19,9,9,27,19
"ENST00000398904",6,4,7,10,11,20,20
"ENST00000631498",0,3,9,1,7,9,8
"ENST00000645522",13,14,7,9,18,14,24
"ENST00000340692",17,22,19,6,14,28,18
"ENST00000373188",19,25,14,20,14,16,33
"ENST00000373195",14,9,4,5,0,4,11
"ENST00000338305",3,16,63,60,91,182,219
"ENST00000700335",0,5,2,7,4,31,31
"ENST00000244565",13,9,19,14,28,20,27
"ENST00000482853",2,4,3,5,2,9,7
"ENST00000424266",228,137,83,112,133,144,156
"ENST00000479950",269,188,127,137,127,200,272
"ENST00000463088",76,61,44,52,61,51,58
"ENST00000373154",17,24,10,13,12,14,18
"ENST00000628419",42,28,6,5,9,11,14
"ENST00000488238",19,15,3,5,4,14,12
"ENST00000465893",4,0,1,1,0,6,5
"ENST00000469104",9,16,8,12,3,6,4
"ENST00000471367",5,8,2,1,4,1,1
"ENST00000467234",12,10,4,10,2,7,4
"ENST00000373161",2,0,0,1,1,5,6
"ENST00000244669",15,16,26,24,26,43,55
"ENST00000341376",419,340,216,250,196,262,185
"ENST00000353205",137,111,56,60,49,49,52
"ENST00000483722",64,40,35,36,42,109,144
"ENST00000307972",432,496,220,282,204,215,100
"ENST00000373063",352,425,219,241,224,192,82
"ENST00000409208",70,79,28,27,17,49,16
"ENST00000704756",69,112,58,42,51,43,26
"ENST00000373057",40,57,30,13,9,38,9
"ENST00000451305",14,5,3,3,2,1,3
"ENST00000670130",8,8,7,0,5,7,4
"ENST00000704757",4,7,1,1,0,3,1
"ENST00000704758",11,5,2,11,11,4,5
"ENST00000419164",65,68,29,17,18,173,60
"ENST00000373051",1,5,0,1,1,20,5
"ENST00000230321",218,209,50,67,51,533,136
"ENST00000373050",1,1,1,1,1,12,3
"ENST00000446650",8,4,5,1,3,13,4
"ENST00000343317",1,3,3,2,6,4,4
"ENST00000419574",0,0,1,2,4,6,2
"ENST00000445214",2,4,0,0,1,5,4
"ENST00000416140",0,4,1,0,1,5,5
"ENST00000424495",1,0,1,0,2,14,5
"ENST00000403298",1,3,1,2,3,4,2
"ENST00000677531",0,0,1,1,2,8,7
"ENST00000373033",10,11,10,15,9,44,27
"ENST00000358871",1,1,0,6,0,7,4
"ENST00000394283",1,1,0,2,1,12,3
"ENST00000259748",29,29,33,29,13,45,43
"ENST00000373018",72,64,40,30,28,83,97
"ENST00000466420",5,2,4,2,1,1,4
"ENST00000456057",355,317,198,220,244,285,280
"ENST00000487182",220,169,72,70,68,136,115
"ENST00000335515",778,646,257,309,237,471,457
"ENST00000463606",6,4,4,6,6,4,7
"ENST00000398884",372,291,240,268,273,266,319
"ENST00000398881",299,305,174,171,137,295,273
"ENST00000394253",81,93,42,76,55,117,109
"ENST00000682992",84,94,55,62,72,122,133
"ENST00000373010",12,9,8,13,8,16,12
"ENST00000373006",15,28,19,17,14,26,31
"ENST00000423567",21,36,18,19,13,46,30
"ENST00000684631",10,12,14,7,4,21,23
"ENST00000682596",37,33,32,33,29,80,63
"ENST00000683313",3,2,1,0,2,4,7
"ENST00000265350",176,156,85,80,91,110,122
"ENST00000467535",10,23,9,11,9,19,17
"ENST00000409312",6,2,5,2,2,2,4
"ENST00000409060",9,5,1,4,6,10,4
"ENST00000230340",152,172,68,56,62,138,123
"ENST00000494032",4,5,3,1,0,6,6
"ENST00000616010",26,35,23,29,22,38,45
"ENST00000511642",34,42,7,28,22,35,60
