"isoform_id","gene_id","gene_symbol"
"ENST00000613047","ENSG00000154511","DIPK1A"
"ENST00000487263","ENSG00000143033","MTF2"
"ENST00000370276","ENSG00000122483","CCDC18"
"ENST00000688770","ENSG00000122483","CCDC18"
"ENST00000424449","ENSG00000137942","FNBP1L"
"ENST00000539242","ENSG00000137936","BCAR3"
"ENST00000370243","ENSG00000137936","BCAR3"
"ENST00000490377","ENSG00000137936","BCAR3"
"ENST00000479503","ENSG00000137936","BCAR3"
"ENST00000647998","ENSG00000117528","ABCD3"
"ENST00000468860","ENSG00000117528","ABCD3"
"ENST00000675735","ENSG00000117569","PTBP2"
"ENST00000675401","ENSG00000117569","PTBP2"
"ENST00000459735","ENSG00000117569","PTBP2"
"ENST00000646851","ENSG00000188641","DPYD"
"ENST00000696571","ENSG00000117598","PLPPR5"
"ENST00000370176","ENSG00000156869","FRRS1"
"ENST00000370165","ENSG00000162688","AGL"
"ENST00000370161","ENSG00000162688","AGL"
"ENST00000477753","ENSG00000162688","AGL"
"ENST00000640360","ENSG00000117620","SLC35A3"
"ENST00000638779","ENSG00000283761","ENSG00000283761"
"ENST00000640357","ENSG00000283761","ENSG00000283761"
"ENST00000635056","ENSG00000079335","CDC14A"
"ENST00000647005","ENSG00000079335","CDC14A"
"ENST00000494907","ENSG00000162694","EXTL2"
"ENST00000370111","ENSG00000162695","SLC30A7"
"ENST00000536598","ENSG00000118733","OLFM3"
"ENST00000468901","ENSG00000118733","OLFM3"
"ENST00000358392","ENSG00000060718","COL11A1"
"ENST00000639098","ENSG00000060718","COL11A1"
"ENST00000465209","ENSG00000060718","COL11A1"
"ENST00000427239","ENSG00000060718","COL11A1"
"ENST00000525323","ENSG00000185946","RNPC3"
"ENST00000435302","ENSG00000240038","AMY2B"
"ENST00000462971","ENSG00000240038","AMY2B"
"ENST00000481821","ENSG00000240038","AMY2B"
"ENST00000414303","ENSG00000243480","AMY2A"
"ENST00000684141","ENSG00000187733","AMY1C"
"ENST00000477948","ENSG00000162631","NTNG1"
"ENST00000527011","ENSG00000134215","VAV3"
"ENST00000525460","ENSG00000134215","VAV3"
"ENST00000343258","ENSG00000134215","VAV3"
"ENST00000533398","ENSG00000134215","VAV3"
"ENST00000415641","ENSG00000196427","NBPF4"
"ENST00000495380","ENSG00000186086","NBPF6"
"ENST00000405454","ENSG00000162636","EEIG2"
"ENST00000472781","ENSG00000162641","AKNAD1"
"ENST00000675087","ENSG00000121957","GPSM2"
"ENST00000692584","ENSG00000121940","CLCC1"
"ENST00000692775","ENSG00000121940","CLCC1"
"ENST00000685497","ENSG00000121940","CLCC1"
"ENST00000691342","ENSG00000121940","CLCC1"
"ENST00000686776","ENSG00000121940","CLCC1"
"ENST00000686434","ENSG00000121940","CLCC1"
"ENST00000687734","ENSG00000121940","CLCC1"
"ENST00000688778","ENSG00000121940","CLCC1"
"ENST00000687591","ENSG00000121940","CLCC1"
"ENST00000691777","ENSG00000121940","CLCC1"
"ENST00000690756","ENSG00000121940","CLCC1"
"ENST00000689991","ENSG00000121940","CLCC1"
"ENST00000686821","ENSG00000121940","CLCC1"
"ENST00000689479","ENSG00000121940","CLCC1"
"ENST00000687646","ENSG00000121940","CLCC1"
"ENST00000686576","ENSG00000121940","CLCC1"
"ENST00000687328","ENSG00000121940","CLCC1"
"ENST00000688285","ENSG00000121940","CLCC1"
"ENST00000687865","ENSG00000121940","CLCC1"
"ENST00000687099","ENSG00000121940","CLCC1"
"ENST00000685791","ENSG00000121940","CLCC1"
"ENST00000675001","ENSG00000121940","CLCC1"
"ENST00000369969","ENSG00000121940","CLCC1"
"ENST00000688168","ENSG00000121940","CLCC1"
"ENST00000693673","ENSG00000121940","CLCC1"
"ENST00000531337","ENSG00000085433","WDR47"
"ENST00000369936","ENSG00000116299","ELAPOR1"
"ENST00000466471","ENSG00000134243","SORT1"
"ENST00000493736","ENSG00000134243","SORT1"
"ENST00000482236","ENSG00000134243","SORT1"
"ENST00000633956","ENSG00000134243","SORT1"
"ENST00000471996","ENSG00000134243","SORT1"
"ENST00000538610","ENSG00000143106","PSMA5"
"ENST00000369870","ENSG00000162650","ATXN7L2"
"ENST00000526301","ENSG00000116337","AMPD2"
"ENST00000460717","ENSG00000213366","GSTM2"
"ENST00000309851","ENSG00000134184","GSTM1"
"ENST00000349334","ENSG00000134184","GSTM1"
"ENST00000369796","ENSG00000143093","STRIP1"
"ENST00000636402","ENSG00000116396","KCNC4"
"ENST00000602849","ENSG00000162775","RBM15"
"ENST00000487146","ENSG00000162775","RBM15"
"ENST00000497687","ENSG00000168679","SLC16A4"
"ENST00000602858","ENSG00000134248","LAMTOR5"
"ENST00000640680","ENSG00000177301","KCNA2"
"ENST00000675391","ENSG00000177301","KCNA2"
"ENST00000697412","ENSG00000177272","KCNA3"
"ENST00000545121","ENSG00000134255","CEPT1"
"ENST00000478042","ENSG00000134255","CEPT1"
"ENST00000679498","ENSG00000064703","DDX20"
"ENST00000680627","ENSG00000064703","DDX20"
"ENST00000681747","ENSG00000064703","DDX20"
"ENST00000475700","ENSG00000064703","DDX20"
"ENST00000703642","ENSG00000171385","KCND3"
"ENST00000502356","ENSG00000143079","CTTNBP2NL"
"ENST00000369686","ENSG00000134245","WNT2B"
"ENST00000490715","ENSG00000007341","ST7L"
"ENST00000498197","ENSG00000007341","ST7L"
"ENST00000369666","ENSG00000007341","ST7L"
"ENST00000476820","ENSG00000116489","CAPZA1"
"ENST00000475429","ENSG00000155363","MOV10"
"ENST00000468093","ENSG00000155366","RHOC"
"ENST00000679803","ENSG00000155380","SLC16A1"
"ENST00000481750","ENSG00000155380","SLC16A1"
"ENST00000492207","ENSG00000198799","LRIG2"
"ENST00000369611","ENSG00000081026","MAGI3"
"ENST00000486855","ENSG00000116793","PHTF1"
"ENST00000369555","ENSG00000163349","HIPK1"
"ENST00000503968","ENSG00000163349","HIPK1"
"ENST00000689989","ENSG00000009307","CSDE1"
"ENST00000689217","ENSG00000009307","CSDE1"
"ENST00000438362","ENSG00000009307","CSDE1"
"ENST00000692672","ENSG00000009307","CSDE1"
"ENST00000690013","ENSG00000009307","CSDE1"
"ENST00000691032","ENSG00000009307","CSDE1"
"ENST00000692044","ENSG00000009307","CSDE1"
"ENST00000687548","ENSG00000009307","CSDE1"
"ENST00000690784","ENSG00000009307","CSDE1"
"ENST00000533818","ENSG00000009307","CSDE1"
"ENST00000618516","ENSG00000198765","SYCP1"
"ENST00000468191","ENSG00000198765","SYCP1"
"ENST00000369510","ENSG00000173218","VANGL1"
"ENST00000488931","ENSG00000118729","CASQ2"
"ENST00000369500","ENSG00000173212","MAB21L3"
"ENST00000683341","ENSG00000173212","MAB21L3"
"ENST00000463382","ENSG00000163399","ATP1A1"
"ENST00000495965","ENSG00000163399","ATP1A1"
"ENST00000460180","ENSG00000134256","CD101"
"ENST00000369458","ENSG00000134258","VTCN1"
"ENST00000539893","ENSG00000134258","VTCN1"
"ENST00000478697","ENSG00000155761","SPAG17"
"ENST00000437255","ENSG00000155761","SPAG17"
"ENST00000473472","ENSG00000155761","SPAG17"
"ENST00000487520","ENSG00000203857","HSD3B1"
"ENST00000640021","ENSG00000134250","NOTCH2"
"ENST00000650532","ENSG00000273213","H3-7"
"ENST00000527989","ENSG00000117262","GPR89A"
"ENST00000369288","ENSG00000117281","CD160"
"ENST00000698768","ENSG00000186141","POLR3C"
"ENST00000479819","ENSG00000186141","POLR3C"
"ENST00000689750","ENSG00000264343","NOTCH2NLA"
"ENST00000441068","ENSG00000131781","FMO5"
"ENST00000652161","ENSG00000131778","CHD1L"
"ENST00000651207","ENSG00000131778","CHD1L"
"ENST00000652494","ENSG00000131778","CHD1L"
"ENST00000651510","ENSG00000131778","CHD1L"
"ENST00000651407","ENSG00000131778","CHD1L"
"ENST00000651420","ENSG00000131778","CHD1L"
"ENST00000652357","ENSG00000131778","CHD1L"
"ENST00000488864","ENSG00000131778","CHD1L"
"ENST00000651231","ENSG00000131778","CHD1L"
"ENST00000431239","ENSG00000131778","CHD1L"
"ENST00000650813","ENSG00000131778","CHD1L"
"ENST00000695794","ENSG00000178104","PDE4DIP"
"ENST00000524974","ENSG00000178104","PDE4DIP"
"ENST00000585156","ENSG00000178104","PDE4DIP"
"ENST00000695795","ENSG00000178104","PDE4DIP"
"ENST00000369354","ENSG00000178104","PDE4DIP"
"ENST00000369349","ENSG00000178104","PDE4DIP"
"ENST00000494734","ENSG00000178104","PDE4DIP"
"ENST00000534466","ENSG00000178104","PDE4DIP"
"ENST00000534367","ENSG00000178104","PDE4DIP"
"ENST00000526182","ENSG00000178104","PDE4DIP"
"ENST00000621520","ENSG00000270276","H4C15"
"ENST00000579512","ENSG00000270276","H4C15"
"ENST00000698579","ENSG00000136631","VPS45"
"ENST00000698580","ENSG00000136631","VPS45"
"ENST00000698584","ENSG00000136631","VPS45"
"ENST00000492304","ENSG00000023902","PLEKHO1"
"ENST00000369115","ENSG00000143401","ANP32E"
"ENST00000493092","ENSG00000117362","APH1A"
"ENST00000460794","ENSG00000143374","TARS2"
"ENST00000678610","ENSG00000143384","MCL1"
"ENST00000361631","ENSG00000143420","ENSA"
"ENST00000680931","ENSG00000163131","CTSS"
"ENST00000443913","ENSG00000143387","CTSK"
"ENST00000677887","ENSG00000143387","CTSK"
"ENST00000510273","ENSG00000143437","ARNT"
"ENST00000504358","ENSG00000143437","ARNT"
"ENST00000534805","ENSG00000143379","SETDB1"
"ENST00000423081","ENSG00000143379","SETDB1"
"ENST00000345896","ENSG00000143418","CERS2"
"ENST00000392802","ENSG00000163141","BNIPL"
"ENST00000485855","ENSG00000163141","BNIPL"
"ENST00000491386","ENSG00000163141","BNIPL"
"ENST00000426871","ENSG00000143373","ZNF687"
"ENST00000459919","ENSG00000143373","ZNF687"
"ENST00000463664","ENSG00000143416","SELENBP1"
"ENST00000710270","ENSG00000143442","POGZ"
"ENST00000409503","ENSG00000143442","POGZ"
"ENST00000427934","ENSG00000143375","CGN"
"ENST00000490156","ENSG00000143367","TUFT1"
"ENST00000642582","ENSG00000143376","SNX27"
"ENST00000647328","ENSG00000143376","SNX27"
"ENST00000644113","ENSG00000143376","SNX27"
"ENST00000643845","ENSG00000143376","SNX27"
"ENST00000643937","ENSG00000143376","SNX27"
"ENST00000697812","ENSG00000143365","RORC"
"ENST00000694868","ENSG00000225556","C2CD4D"
"ENST00000368806","ENSG00000182898","TCHHL1"
"ENST00000316073","ENSG00000215853","RPTN"
"ENST00000368801","ENSG00000197915","HRNR"
"ENST00000368799","ENSG00000143631","FLG"
"ENST00000271835","ENSG00000143536","CRNN"
"ENST00000683862","ENSG00000159527","PGLYRP3"
"ENST00000368729","ENSG00000184330","S100A7A"
"ENST00000368714","ENSG00000196154","S100A4"
"ENST00000710369","ENSG00000160679","CHTOP"
"ENST00000480659","ENSG00000143624","INTS3"
"ENST00000634544","ENSG00000143614","GATAD2B"
"ENST00000634408","ENSG00000143614","GATAD2B"
"ENST00000703630","ENSG00000143614","GATAD2B"
"ENST00000634401","ENSG00000143614","GATAD2B"
"ENST00000634791","ENSG00000143614","GATAD2B"
"ENST00000638051","ENSG00000143614","GATAD2B"
"ENST00000636014","ENSG00000143614","GATAD2B"
"ENST00000636008","ENSG00000143614","GATAD2B"
"ENST00000617697","ENSG00000143570","SLC39A1"
"ENST00000648921","ENSG00000285779","ENSG00000285779"
"ENST00000341372","ENSG00000143549","TPM3"
"ENST00000466010","ENSG00000143549","TPM3"
"ENST00000428595","ENSG00000143569","UBAP2L"
"ENST00000368490","ENSG00000143515","ATP8B2"
"ENST00000636034","ENSG00000160716","CHRNB2"
"ENST00000681235","ENSG00000160710","ADAR"
"ENST00000681056","ENSG00000160710","ADAR"
"ENST00000679465","ENSG00000160710","ADAR"
"ENST00000649042","ENSG00000160710","ADAR"
"ENST00000649724","ENSG00000160710","ADAR"
"ENST00000649021","ENSG00000160710","ADAR"
"ENST00000492620","ENSG00000160688","FLAD1"
"ENST00000292176","ENSG00000160685","ZBTB7B"
"ENST00000485982","ENSG00000163354","DCST2"
"ENST00000360674","ENSG00000143537","ADAM15"
"ENST00000531455","ENSG00000143537","ADAM15"
"ENST00000474709","ENSG00000143537","ADAM15"
"ENST00000650403","ENSG00000169241","SLC50A1"
"ENST00000368383","ENSG00000163462","TRIM46"
"ENST00000368382","ENSG00000163462","TRIM46"
"ENST00000620770","ENSG00000185499","MUC1"
"ENST00000424959","ENSG00000173171","MTX1"
"ENST00000497941","ENSG00000160767","ENTREP3"
"ENST00000368346","ENSG00000116539","ASH1L"
"ENST00000677042","ENSG00000116539","ASH1L"
"ENST00000677825","ENSG00000116539","ASH1L"
"ENST00000678117","ENSG00000116539","ASH1L"
"ENST00000368341","ENSG00000125459","MSTO1"
"ENST00000368340","ENSG00000163374","YY1AP1"
"ENST00000535183","ENSG00000132676","DAP3"
"ENST00000497433","ENSG00000132676","DAP3"
"ENST00000615926","ENSG00000116580","GON4L"
"ENST00000496021","ENSG00000116580","GON4L"
"ENST00000462687","ENSG00000143622","RIT1"
"ENST00000673475","ENSG00000116584","ARHGEF2"
"ENST00000696601","ENSG00000116584","ARHGEF2"
"ENST00000495070","ENSG00000116584","ARHGEF2"
"ENST00000423422","ENSG00000116584","ARHGEF2"
"ENST00000495341","ENSG00000160789","LMNA"
"ENST00000470835","ENSG00000160789","LMNA"
"ENST00000368299","ENSG00000160789","LMNA"
"ENST00000502357","ENSG00000160789","LMNA"
"ENST00000675431","ENSG00000160789","LMNA"
"ENST00000612424","ENSG00000160781","PAQR6"
"ENST00000623241","ENSG00000160781","PAQR6"
"ENST00000468993","ENSG00000198952","SMG5"
"ENST00000493077","ENSG00000116604","MEF2D"
"ENST00000368236","ENSG00000187862","TTC24"
"ENST00000680269","ENSG00000163382","NAXE"
"ENST00000680529","ENSG00000163382","NAXE"
"ENST00000495212","ENSG00000143321","HDGF"
"ENST00000491853","ENSG00000143294","PRCC"
"ENST00000368199","ENSG00000027869","SH2D2A"
"ENST00000392302","ENSG00000198400","NTRK1"
"ENST00000338302","ENSG00000187800","PEAR1"
"ENST00000490146","ENSG00000160838","LRRC71"
"ENST00000476550","ENSG00000160838","LRRC71"
"ENST00000271532","ENSG00000163518","FCRL4"
"ENST00000457799","ENSG00000160856","FCRL3"
"ENST00000368178","ENSG00000132704","FCRL2"
"ENST00000361516","ENSG00000132704","FCRL2"
"ENST00000368181","ENSG00000132704","FCRL2"
"ENST00000673723","ENSG00000158473","CD1D"
"ENST00000289429","ENSG00000158477","CD1A"
"ENST00000641042","ENSG00000180708","OR10K2"
"ENST00000641622","ENSG00000197532","OR6Y1"
"ENST00000643759","ENSG00000163554","SPTA1"
"ENST00000641846","ENSG00000197403","OR6N1"
"ENST00000641131","ENSG00000188340","OR6N2"
"ENST00000493884","ENSG00000163565","IFI16"
"ENST00000368121","ENSG00000213088","ACKR1"
"ENST00000435307","ENSG00000213088","ACKR1"
"ENST00000368100","ENSG00000243284","VSIG8"
"ENST00000426543","ENSG00000213085","CFAP45"
"ENST00000639408","ENSG00000177807","KCNJ10"
"ENST00000638840","ENSG00000177807","KCNJ10"
"ENST00000477163","ENSG00000132716","DCAF8"
"ENST00000699533","ENSG00000162736","NCSTN"
"ENST00000699534","ENSG00000162736","NCSTN"
"ENST00000699543","ENSG00000162736","NCSTN"
"ENST00000459963","ENSG00000162736","NCSTN"
"ENST00000699548","ENSG00000162736","NCSTN"
"ENST00000699551","ENSG00000162736","NCSTN"
"ENST00000368061","ENSG00000162738","VANGL2"
"ENST00000368059","ENSG00000162739","SLAMF6"
"ENST00000368057","ENSG00000162739","SLAMF6"
"ENST00000368054","ENSG00000066294","CD84"
"ENST00000302035","ENSG00000117090","SLAMF1"
"ENST00000490279","ENSG00000186517","ARHGAP30"
"ENST00000392190","ENSG00000158793","NIT1"
"ENST00000473918","ENSG00000158793","NIT1"
"ENST00000472996","ENSG00000158796","DEDD"
"ENST00000458050","ENSG00000158796","DEDD"
"ENST00000368002","ENSG00000143258","USP21"
"ENST00000696603","ENSG00000143258","USP21"
"ENST00000678793","ENSG00000158864","NDUFS2"
"ENST00000677846","ENSG00000158864","NDUFS2"
"ENST00000676991","ENSG00000158864","NDUFS2"
"ENST00000677471","ENSG00000158864","NDUFS2"
"ENST00000677033","ENSG00000158864","NDUFS2"
"ENST00000490414","ENSG00000158869","FCER1G"
"ENST00000533357","ENSG00000158887","MPZ"
"ENST00000672602","ENSG00000158887","MPZ"
"ENST00000674861","ENSG00000158887","MPZ"
"ENST00000672287","ENSG00000158887","MPZ"
"ENST00000476410","ENSG00000158887","MPZ"
"ENST00000271450","ENSG00000143226","FCGR2A"
"ENST00000699279","ENSG00000143226","FCGR2A"
"ENST00000467525","ENSG00000143226","FCGR2A"
"ENST00000699398","ENSG00000203747","FCGR3A"
"ENST00000358671","ENSG00000072694","FCGR2B"
"ENST00000480308","ENSG00000072694","FCGR2B"
"ENST00000470841","ENSG00000132185","FCRLA"
"ENST00000680481","ENSG00000118217","ATF6"
"ENST00000476437","ENSG00000118217","ATF6"
"ENST00000430120","ENSG00000198929","NOS1AP"
"ENST00000464284","ENSG00000198929","NOS1AP"
"ENST00000545294","ENSG00000152332","UHMK1"
"ENST00000458105","ENSG00000162733","DDR2"
"ENST00000534289","ENSG00000143228","NUF2"
"ENST00000527439","ENSG00000143228","NUF2"
"ENST00000531529","ENSG00000143228","NUF2"
"ENST00000467023","ENSG00000185630","PBX1"
"ENST00000485769","ENSG00000185630","PBX1"
"ENST00000340699","ENSG00000185630","PBX1"
"ENST00000627490","ENSG00000185630","PBX1"
"ENST00000559240","ENSG00000185630","PBX1"
"ENST00000559578","ENSG00000185630","PBX1"
"ENST00000482110","ENSG00000185630","PBX1"
"ENST00000558796","ENSG00000185630","PBX1"
"ENST00000558837","ENSG00000185630","PBX1"
"ENST00000559560","ENSG00000185630","PBX1"
"ENST00000367883","ENSG00000143198","MGST3"
"ENST00000627653","ENSG00000143198","MGST3"
"ENST00000477450","ENSG00000143198","MGST3"
"ENST00000528703","ENSG00000143195","ILDR2"
"ENST00000469934","ENSG00000143195","ILDR2"
"ENST00000526687","ENSG00000143195","ILDR2"
"ENST00000367870","ENSG00000143194","MAEL"
"ENST00000367872","ENSG00000143194","MAEL"
"ENST00000491055","ENSG00000143194","MAEL"
"ENST00000367868","ENSG00000143167","GPA33"
"ENST00000559038","ENSG00000143190","POU2F1"
"ENST00000557909","ENSG00000143190","POU2F1"
"ENST00000271411","ENSG00000143190","POU2F1"
"ENST00000442313","ENSG00000143190","POU2F1"
"ENST00000492850","ENSG00000143190","POU2F1"
"ENST00000470928","ENSG00000143190","POU2F1"
"ENST00000443275","ENSG00000143190","POU2F1"
"ENST00000700136","ENSG00000198821","CD247"
"ENST00000487858","ENSG00000197965","MPZL1"
"ENST00000498279","ENSG00000197965","MPZL1"
"ENST00000367851","ENSG00000143199","ADCY10"
"ENST00000367848","ENSG00000143199","ADCY10"
"ENST00000491067","ENSG00000143164","DCAF6"
"ENST00000478668","ENSG00000143164","DCAF6"
"ENST00000485232","ENSG00000143147","GPR161"
"ENST00000367815","ENSG00000143153","ATP1B1"
"ENST00000686702","ENSG00000143153","ATP1B1"
"ENST00000685155","ENSG00000143153","ATP1B1"
"ENST00000687013","ENSG00000143153","ATP1B1"
"ENST00000530739","ENSG00000143156","NME7"
"ENST00000445428","ENSG00000117477","CCDC181"
"ENST00000263686","ENSG00000174175","SELP"
"ENST00000689173","ENSG00000120370","GORAB"
"ENST00000692855","ENSG00000120370","GORAB"
"ENST00000498600","ENSG00000120370","GORAB"
"ENST00000367758","ENSG00000117501","MROH9"
"ENST00000367759","ENSG00000117501","MROH9"
"ENST00000426496","ENSG00000117523","PRRC2C"
"ENST00000476386","ENSG00000010165","METTL13"
"ENST00000465374","ENSG00000135845","PIGC"
"ENST00000367727","ENSG00000180999","C1orf105"
"ENST00000460397","ENSG00000180999","C1orf105"
"ENST00000466087","ENSG00000162753","SLC9C2"
"ENST00000648789","ENSG00000162753","SLC9C2"
"ENST00000488983","ENSG00000076321","KLHL20"
"ENST00000258349","ENSG00000135870","RC3H1"
"ENST00000479099","ENSG00000135870","RC3H1"
"ENST00000484867","ENSG00000135870","RC3H1"
"ENST00000457696","ENSG00000152061","RABGAP1L"
"ENST00000487987","ENSG00000152061","RABGAP1L"
"ENST00000526253","ENSG00000152061","RABGAP1L"
"ENST00000325589","ENSG00000152061","RABGAP1L"
"ENST00000367687","ENSG00000152061","RABGAP1L"
"ENST00000367685","ENSG00000203737","GPR52"
"ENST00000649803","ENSG00000143207","COP1"
"ENST00000498306","ENSG00000143207","COP1"
"ENST00000491600","ENSG00000143207","COP1"
"ENST00000479836","ENSG00000116183","PAPPA2"
"ENST00000465723","ENSG00000075391","RASAL2"
"ENST00000419909","ENSG00000240021","TEX35"
"ENST00000367639","ENSG00000240021","TEX35"
"ENST00000324778","ENSG00000116191","RALGPS2"
"ENST00000415888","ENSG00000116191","RALGPS2"
"ENST00000480743","ENSG00000116191","RALGPS2"
"ENST00000512653","ENSG00000143322","ABL2"
"ENST00000367623","ENSG00000143322","ABL2"
"ENST00000511413","ENSG00000143322","ABL2"
"ENST00000504324","ENSG00000143322","ABL2"
"ENST00000617277","ENSG00000162779","AXDND1"
"ENST00000434088","ENSG00000162779","AXDND1"
"ENST00000527867","ENSG00000143337","TOR1AIP1"
"ENST00000706265","ENSG00000135837","CEP350"
"ENST00000705470","ENSG00000135837","CEP350"
"ENST00000490141","ENSG00000135837","CEP350"
"ENST00000561113","ENSG00000121454","LHX4"
"ENST00000415414","ENSG00000230124","ACBD6"
"ENST00000496993","ENSG00000230124","ACBD6"
"ENST00000496210","ENSG00000135835","KIAA1614"
"ENST00000483705","ENSG00000135835","KIAA1614"
"ENST00000496476","ENSG00000135823","STX6"
"ENST00000486453","ENSG00000153029","MR1"
"ENST00000683652","ENSG00000153029","MR1"
"ENST00000642379","ENSG00000135821","GLUL"
"ENST00000436031","ENSG00000121446","RGSL1"
"ENST00000460690","ENSG00000135838","NPL"
"ENST00000484114","ENSG00000135862","LAMC1"
"ENST00000478064","ENSG00000135862","LAMC1"
"ENST00000294868","ENSG00000157064","NMNAT2"
"ENST00000367538","ENSG00000116698","SMG7"
"ENST00000493609","ENSG00000116698","SMG7"
"ENST00000308641","ENSG00000173627","APOBEC4"
"ENST00000489143","ENSG00000116667","C1orf21"
"ENST00000686047","ENSG00000116406","EDEM3"
"ENST00000686225","ENSG00000116406","EDEM3"
